Nonlinear operator for oriented texture,"P. Kruizinga, N. Petkov, ",1999,107,Automation of Document Editing: A Vision Based Approach,A New Method for Writer Identification and Verification Based on Farsi/Arabic Handwritten Texts,A New Method for Writer Identification of Handwritten Farsi Documents,Comparison of texture features based on Gabor filters,Depth analysis of monocular natural scenes using gray level co-occurrence matrix,Multiscale texture segmentation with vector-valued nonlinear diffusions on arbitrary graphs,Blood Vessel Segmentation from Color Retinal Images using Unsupervised Texture Classification,Oriented texture segmentation based on Gabor filter correlation and morphological operations,Contour Detection Model Based on the Combination of Surround Facilitation and Inhibition,Contact less hand recognition using shape and texture features,A comparative study of filter based texture operators using Mahalanobis distance,Graph-based features for texture discrimination,A nonlinear texture operator specialised in the analysis of dot-patterns,Recycling experiments for sludge monitoring in waste water treatment,Wall-pasted cell segmentation based on circular Gabor filter bank,Gabor texture measure in interstitial lung disease discrimination using high resolution computed tomography thorax images,On the characterization of hyperspectral texture,Hyperspectral image segmentation with Markov chain model,A New Image Segmentation Approach with Structure Tensor and Random Walk,Neural Network Based License Plate Recognition System,Neural classification of objects based on Gabor signature,Quantifying the necrotic areas on liver tissues using support vector machine (SVM) algorithm and Gabor filters,Aerial image analysis based on improved adaptive clustering for photovoltaic module inspection,A novel technique for image segmentation with Markov chain model,Texture classification using gabor energy features and higher order spectral features: a comparative study,Characterization of the reception environment of GNSS signals using a texture and color based adaptive segmentation technique,Unsupervised texture segmentation and labeling using biologically inspired features,Classification of hardwood species using ANN classifier,Automatic Detection of Vascular Bifurcations and Crossovers from Color Retinal Fundus Images,Texture segmentation with diffusions on arbitrary graphs
A tool for semi-global stabilization of uncertain non-minimum-phase nonlinear systems via output feedback,"A. Isidori, ",2000,107,A Quantitative Evaluation of the Non-Minimum Phase Phenomenon for a Robot ARM,Output Feedback Control of Unstable Nonminimum Phase Systems,Global output feedback stabilization of nonlinear systems with unstable nonlinear zero dynamics,Systematic methodology for stabilization of uncertain linear non-minimum-phase systems via output feedback,Type-2 fuzzy load regulation of a servomechanism with backlash using only motor position measurements,Semiglobal stabilization of a class of nonminimum-phase nonlinear output-feedback systems,Output regulation of non-minimum phase nonlinear systems using an extended high-gain observer,High-gain observers in nonlinear feedback control,Designing Type-2 Fuzzy Logic System Controllers via Fuzzy Lyapunov Synthesis for the output regulator of a servomechanism with nonlinear backlash,Output-feedback stabilization of nonlinear non-minimum phase systems using neural network,Robust control of the inverted pendulum,Adaptive output feedback control for uncertain system with static nonlinearity,Simple output controller for nonlinear systems with multisinusoidal disturbance,Adaptive backstepping control design for stabilization of inverted pendulum,Global asymptotic stabilization of nonminimum phase nonlinear systems via extended backstepping,A combination of backstepping and the feedback linearization for the controller of inverted pendulum,Risk-sensitive adaptive trackers for strict-feedback systems with output measurements,Homogeneous observers iterative design and global stabilization of high-order nonlinear systems by smooth output feedback,A constructive approach to local stabilization of nonlinear systems by dynamic output feedback,Adaptive Robust Output Regulation of Uncertain Linear Periodic Systems,Model Reduction by Moment Matching for Linear and Nonlinear Systems,Robust Stabilization of Non-Minimum Phase Nonlinear Systems Using Extended High-Gain Observers,Global Stabilization of a Class of Nonminimum-Phase Nonlinear Systems by Sampled-Data Output Feedback,Integral Action in Output Feedback for Multi-Input Multi-Output Nonlinear Systems,Semi-Global Output Feedback Stabilization of Non-Minimum Phase Nonlinear Systems,Sliding mode control with H∞ attenuator for unmatched disturbances in a mechanical system with friction and a force constraint,Retrieval and rejection of unknown sinusoidal disturbances in some output feedback non-minimum phase nonlinear uncertain systems,Robust output feedback stabilization of a class of nonminimum phase nonlinear systems,Nonlinear H-Output Regulation of a Multi-stable Drive System including Backlash with a Single-Stability Approximation,Robust stabilization of non-minimum phase nonlinear systems using extended high gain observers
Distance sets for shape filters and shape recognition,"C. Grigorescu, N. Petkov, ",2003,106,A sampling method for processing contours drawn with an uncertain stroke order and number,Novel affine-invariant curve descriptor for curve matching and occluded object recognition,Shape matching and object recognition using common base triangle area,Accurate system for automatic pill recognition using imprint information,A new shape descriptor based on an angular-linear probability distribution,A Hierarchical Approach to Sign Recognition,,Notice to IEEE Xplore subscribers,Region-Based Hierarchical Representation for Object Detection,Applications of Compression to Content Based Image Retrieval and Object Recognition,Image ordering by cellular genetic algorithms with TSP and ICA,Classification of Islamic Geometric Pattern Images Using Zernike Moments,Circle Views Signature: A Novel Shape Representation for Shape Recognition and Retrieval,Classification of contour shapes using class segment sets,Hierarchical Procrustes Matching for Shape Retrieval,ANSIG—An analytic signature for permutation-invariant two-dimensional shape representation,Can Walking and Measuring Along Chord Bunches Better Describe Leaf Shapes?,Variational Deformation Method for the Computation of the Average Shape of Organs,Shape Recognition Using Vector Quantization,Affine Invariant Point-Set Matching Using Convex Hull Bisection,Elastic hand contour matching in NIR images with a novel shape descriptor parametrization,Mobile-based hazmat sign detection and recognition,A decision level fusion of morphology based Pattern Spectrum and IDSC for shape representation and classification,Shape representation and classification through Height functions and Local Binary Pattern - a decision level fusion approach,An ensemble of morphology based Pattern Spectrum and Height functions for shape representation and classification,An integrated approach of radon transform and blockwise binary pattern for shape representation and classification,A sketch image retrieval system using directional projection: DPSIR,UNMC-VIER AutoVision database,Fast Ray features for learning irregular shapes,Shape matching and object recognition via common base triangle area descriptor
Synthesis of dissipative systems using quadratic differential forms: Part I,"J. C. Willems, H. L. Trentelman, ",2002,106,Synthesis of dissipative systems using quadratic differential forms: part II,A real-time projection-based approach for fault accommodation in NREL's 5MW Wind Turbine systems,Plantwide analysis of large-scale stochastic linear discrete-time systems,A novel trajectory-based active fault-tolerant control: Application to a Wind Turbine system,An online controller redesign based fault-tolerant strategy for thermal comfort in a multi-zone building,Achievable behavior by composition,The canonical controller and its regularity,Behavioral control in the presence of disturbances,Dissipative Systems Synthesis: a Linear Algebraic Approach,Achievable Bisimilar Behaviour of Abstract State Systems,An Intrinsic Behavioural Approach to the Gap Metric,Vector-exponential time-series modeling for polynomial J-spectral factorization,Observability of Internal Variables in Interconnected Switching Systems,On regular implementability using controllers with a priori input/output structure,New results in optimal quadratic supply rates,A behavioral approach to passivity and bounded realness preserving balanced truncation with error bounds,New results in dissipativity of uncontrollable systems and Lyapunov functions,An intrinsic behavioural approach to the double time axis paradox,Small gain theorem and optimal robust stabilization in a behavioral framework,The decentralized implementability problem,The internal model principle: Asymptotic tracking and regulation in the behavioral framework,An achievability condition for n-dimensional behaviors with a finite frequency specification: Dissipation inequalities approach,On the dissipativity of pseudorational behaviors,Dissipativity analysis of SISO systems using Nyquist-Plot-Compatible (NPC) supply rates,Stability and performance analysis on Sobolev spaces,On achievable behavior of stochastic descriptor systems,On the link between storage functions of allpass systems and Gramians,Trajectory-based fault accommodation in winder turbine systems,Non-fragile Passive Control for Uncertain T-S Fuzzy Systems with Time-Delay,Case study on behavioral approach to fault-tolerant control: Application to an electric circuit
Algebra and algorithms for QoS path computation and hop-by-hop routing in the Internet,"J. L. Sobrinho, ",2002,106,Issues of QoS Multipath Routing Protocol for SEN's Data Networks,BGP Ingress-to-Egress Route Configuration in a Capacity-constrained AS,Metarouting and Network Optimization,Distributed Spectrum-Efficient Routing Algorithms in Wireless Networks,The Stratified Shortest-Paths Problem (invited paper),Collaborative Deployment Optimization and Dynamic Power Management in Wireless Sensor Networks,CTHp1-5: Optimal Routing in the Worst-Case-Error Metric,Routing with deceptive information,A novel cross layer routing and interface assignment in Multi-Radio Wireless Mesh Network,Optimal Worst-Case QoS Routing in Constrained AWGN Channel Network,Evaluation of RPL with a transmission count-efficient and trust-aware routing metric,Best Effort Quality-of-Service,Using Dijkstra to Compute Hop-by-Hop QoS Paths,A Load Scattering Algorithm for Dynamic Routing of Automated Material Handling Systems,Practical multipath load balancing with QoS,Herding packets: Properties needed of metrics for loop-free &amp; best forwarding paths,Minimum Worst-Case-Erasure QOS Routing,Joint optimal spectrum-efficient routing and power allocation in multihop wireless networks: A bisection approach,Lexicographic products in metarouting,Hop-by-hop computing for green Internet routing,On the forwarding paths produced by Internet routing algorithms,Providing QoS support in OSPF based best effort network,A local coefficient based load sensitive routing protocol for providing QoS,A composite metric for dynamic routing in networked control systems (INDIN'2016),Joint optimal scheduling and routing for maximum network throughput,A Formal Study of Trust-Based Routing in Wireless Ad Hoc Networks,Non-Metric Coordinates for Predicting Network Proximity,Distributed advance network reservation with delay guarantees,Reduced-complexity spectrum-efficient routing in TDMA multihop wireless networks,Finding the best path in a binary Block Interference network
Feedback stabilization using two-hidden-layer nets,"E. D. Sontag, ",1992,106,Neural adaptive regulation of unknown nonlinear dynamical systems,A two-level stochastic approximation for admission control and bandwidth allocation,Human motor control: learning to control a time-varying nonlinear many-to-one system,Sensor registration using neural networks,Multilayer discrete-time neural-net controller with guaranteed performance,Learning algorithms for feedforward networks based on finite samples,Real-time classification of rotating shaft loading conditions using artificial neural networks,Predicting neutron diffusion eigenvalues with a query-based adaptive neural architecture,Discrete-time neural net controller for a class of nonlinear dynamical systems,A neural state estimator with bounded errors for nonlinear systems,Observer design based on triangular form generated by injective map,Fuzzy perceptron neural networks for classifiers with numerical data and linguistic rules as inputs,Some stability properties of recurrent neural networks,Near-time-optimal neural control of discrete-time systems,Some recent results on computing with 'neural nets',On existence of neural network suboptimal feedback controllers,Characteristics and spectral features used in automatic prediction of vowel duration in spontaneous speech,An intelligent framework for drive system tuning,Architecture analysis of MLP by geometrical interpretation,BP Neural Networks Based Sensor Registration Algorithm,Discrete-time optimal control using continuous neural networks,Deep feedforward networks: application to pattern recognition,Detection of high impedance fault in distribution feeder using wavelet transform and artificial neural networks,Towards a neural fuzzy controller,A neural network for signal modelling in business cycle studies,A neural network approach for railway safety prediction,Improving the performance of industrial robot manipulators by neural networks,A two-way model for motor control of redundant systems,A dynamic backpropagation algorithm with application to gain-scheduled aircraft flight control system design,A novel neural approach to inverse problems with discontinuities (the GMR neural network)
Space-time super-resolution,"E. Shechtman, Y. Caspi, M. Irani, ",2005,106,Video enhancement on an adaptive image sensor,A frame rate dependent video quality metric based on temporal wavelet decomposition and spatiotemporal pooling,A Conditional Random Field Model for Video Super-resolution,High-resolution Video Generation Using Morphing,On Improving Space-Time Super Resolution Using a Small Set of Video Inputs,A technique for spectral pixel reconstruction,Gait recognition using periodic temporal super resolution for low frame-rate videos,Spatial and Temporal Information as Camera Parameters for Super-resolution Video,A study on frame interpolation using motion vectors for moving pictures,Space-time super-resolution from multiple-videos,Temporal-Dense Dynamic 3-D Reconstruction With Low Frame Rate Cameras,Accurate Video Alignment Using Phase Correlation,Examplar-based object posture super-resolution using manifold learning,Video temporal super-resolution using nonlocal registration and self-similarity,Phase synchronization in a manifold space for recognizing dynamic hand gestures from periodic image sequence,Robust multi-frame image super-resolution using anisotropic diffusion,Simultaneous Temporal Superresolution and Denoising for Cardiac Fluorescence Microscopy,A Unified Approach to Superresolution and Multichannel Blind Deconvolution,A Novel Approach to FRUC Using Discriminant Saliency and Frame Segmentation,Video Super-Resolution Using Simultaneous Motion and Intensity Calculations,Removing Motion Blur With Space–Time Processing,An Augmented Lagrangian Method for Total Variation Video Restoration,Video Processing for Human Perceptual Visual Quality-Oriented Video Coding,Anisotropic Spectral-Spatial Total Variation Model for Multispectral Remote Sensing Image Destriping,Robust All-in-Focus Super-Resolution for Focal Stack Photography,Multi-Image Deblurring Using Complementary Sets of Fluttering Patterns,Event Dynamics Based Temporal Registration,Multi-Array Camera Disparity Enhancement,MPCA: Multilinear Principal Component Analysis of Tensor Objects,Correction of Spatially Varying Image and Video Motion Blur Using a Hybrid Camera
Network correlated data gathering with explicit communication: NP-completeness and algorithms,"R. Cristescu, B. Beferull-Lozano, M. Vetterli, R. Wattenhofer, ",2006,106,QTSAC: An Energy-Efficient MAC Protocol for Delay Minimization in Wireless Sensor Networks,EPC: Energy-Aware Probability-Based Clustering Algorithm for Correlated Data Gathering in Wireless Sensor Networks,Energy Efficient Routing for Statistical Inference of Markov Random Fields,Bottleneck throughput maximization for correlated data routing: a game theoretic approach,The Information Funnel: Exploiting Named Data for Information-Maximizing Data Collection,Steiner Shallow-Light Trees are Exponentially Lighter than Spanning Ones,Representing and querying uncertain data with complex correlations,Distortion Analysis for Real-Time Data Gathering of Spatially-Temporally Correlated Fields in Sensor Networks,A 2-Approximation Double-Tree Algorithm for Correlated Data Gathering in Wireless Sensor Networks,Lifetime Maximization in Wireless Sensor Networks with an Estimation Mission,End-to-End Delay and Network Lifetime Analysis in a Wireless Sensor Network Performing Data Aggregation,Efficient Data Collection with Sampling in WSNs: Making Use of Matrix Completion Techniques,Major Coefficients Recovery: A Compressed Data Gathering Scheme for Wireless Sensor Network,DAO-R: Integrating Data Aggregation and Offloading in Sensor Networks via Data Replication,Efficient Data Gathering in Wireless Sensor Networks Based on Low Rank Approximation,Temperature Map Recovery Based on Compressive Sensing for Large-Scale Wireless Sensor Networks,An efficient data gathering and reconstruction method in WSNs based on compressive sensing,Minimum Energy Data Gathering in Correlated Sensor Networks with Cooperative Transmission,Distortion Analysis for Real-Time Data Collection of Correlated Fields in Randomly Distributed Sensor Networks,Reliability and Efficiency Analysis of Distributed Source Coding in Wireless Sensor Networks,Does Compressed Sensing Improve the Throughput of Wireless Sensor Networks?,Lifetime optimized hierarchical architecture for correlated data gathering in wireless sensor networks,Distributed Optimal Source Coding Rate Allocation for Data Aggregation in Wireless Sensor Networks,A Distributed and Energy Efficient Algorithm for Data Collection in Sensor Networks,On Computing Compression Trees for Data Collection in Wireless Sensor Networks,Efficient data gathering using Compressed Sparse Functions,Spatial correlated data collection in wireless sensor networks with multiple sinks,Minimum Cost Data Aggregation with Localized Processing for Statistical Inference,Lifetime optimization for sensor networks with correlated data gathering,On the optimal density for real-time data gathering of spatio-temporal processes in sensor networks
Non-Parametric Detection of the Number of Signals: Hypothesis Testing and Random Matrix Theory,"Shira Kritchman, Boaz Nadler, ",2009,105,Spectrum sensing in cognitive radio networks with known and unknown noise levels,Blind estimation of transmit-antenna number for non-Cooperative multiple-input multiple-output orthogonal frequency division multiplexing systems,Source enumeration via GBIC with a statistic for sphericity test in white Gaussian and non-Gaussian noise,A Novel Source Number Estimator With Improved Degrees of Freedom,Nonparametric detection of the number of signals and random matrix theory,Comparison of spectrum sensing methods for cognitive radio under low SNR,Anomaly detection and estimation in hyperspectral imaging using Random Matrix Theory tools,Overview of spectrum sensing for cognitive radio,Eigenvalue-based cooperative spectrum sensing with finite samples/sensors,Applications of large empirical spatio-temporal covariance matrix in multipath channels detection,Decentralized largest eigenvalue test for multi-sensor signal detection,Parametric direction of arrival estimation in the small sample-size case,On Random Matrix Theory for stationary processes,A multi-dimensional model order selection criterion with improved identifiability,Detection of the number of superimposed signals using modified MDL criterion: A random matrix approach,Asymptotic analysis of a GLR test for detection with large sensor arrays: New results,Impact of noise estimation on energy detection and eigenvalue based spectrum sensing algorithms,Improved eigenvalue-based spectrum sensing via sensor signal overlapping,An Efficient Statistical Method for Image Noise Level Estimation,DOA Estimation for Non-uniform Linear Array without Knowing the Number of Sources,Detection of the number of signals by a threshold based on peak-to-average ratio,Estimation of the number of signals based on a sequence of hypothesis test and random matrix theory,A spectrum sensing algorithm based on random matrix theory in cognitive radio networks,An efficient and simple algorithm for estimating the number of sources via ℓ0.55-norm,Estimation of the number of sources based on hypothesis testing,Source Number Detectability by an Acoustic Vector Sensor Linear Array and Performance Analysis,Semi-realistic Simulations of Natural Hyperspectral Scenes,Adaptive Denoising by Singular Value Decomposition,Efficient Sub-Regional Multiple-Source Detection Based on Subspace Matrix Filtering,Wishart-matrix based blind estimation of transmit-antenna number for non-collaborated MIMO systems
A Detection Statistic for Random-Valued Impulse Noise,"Yiqiu Dong, Raymond H. Chan, Shufang Xu, ",2007,99,Automatic detection and removal of high-density impulse noises,Context-based prediction filtering of impulse noise images,Some studies on detection and filtering algorithms for the removal of random valued impulse noise,A New Approach for Restoring Impulse Noise Corrupted Images,Random valued impulse denoising using robust direction based detector,Unsupervised multiobjective design for weighted median filters using genetic algorithm,Salt and Pepper Noise Removal by Adaptive Median Filter and Minimal Surface Inpainting,Dissection capability analysis of noise suppression technique utilizing trilateral filter under mixed noise circumstances,Random-valued impulse noise removal from images: K-means and luo-statistics based detector and nonlocal means based estimator,A patch-based approach for random-valued impulse noise removal,A new method for impulse noise reduction from digital images Based on Adaptive Neuro-Fuzzy System and Fuzzy Wavelet Shrinkage,Performance analysis of impulse noise removal using cloud algorithm,Single-Patch Low-Rank Prior for Non-pointwise Impulse Noise Removal,Unsupervised design of stack filters by tree structure optimization,A Hybrid Method of Image Restoration and Denoise of CT Images,Enhancement of Ear Verification System Performance Using a New Hybrid Denoising Approach (ANFIS-FWS),Decision based adaptive median filter to remove blotches scratches streaks stripes and impulse noise in images,An adaptive median filter using local texture information in images,A mixed noise removal algorithm based on the maximum entropy principle,An efficient approach to remove random valued impulse noise in images,A robust denoising method for random-valued impulse noise based on smooth and texture region separation,An extension of unsupervised design method for weighted median filters using GA,On the robust technique of mixed Gaussian and impulsive noise reduction in color digital images,A new detector for switching median filter,An improvement of unsupervised design method for weighted median filters using GA,Unsupervised structuring element estimation of morphological opening and closing with GA,An Efficient Procedure for Removing Random-Valued Impulse Noise in Images,A New Adaptive Switching Median Filter,Standard Deviation for Obtaining the Optimal Direction in the Removal of Impulse Noise,Fuzzy impulse noise detector for efficient image restoration
Integrated active contours for texture segmentation,"Chen Sagiv, N. A. Sochen, Y. Y. Zeevi, ",2006,99,Global variational method for fingerprint segmentation by three-part decomposition,Fuzzy L Membership Function Based Hand Gesture Recognition for Bharatanatyam Dance,Boundary Refined Texture Segmentation Based on K-Views and Datagram Methods,Active Contours Based Battachryya Gradient Flow for Texture Segmentation,Fast texture segmentation model based on the shape operator and active contour,Multi-Region Texture Image Segmentation Based on Constrained Level-Set Evolution Functions,Feature extraction and soft segmentation of texture images,Left ventricular segmentation of cardiac magnetic resonance images using a novel edge following technique,A Dirichlet Energy Criterion for Graph-Based Image Segmentation,Fast wavelet-packet-based shift-invariant feature extraction,A variational approach to automatic segmentation of RNFL on OCT data sets of the retina,Texture segmentation based on local feature histograms,Non-local segmentation and inpaiting,Gradient Vector Flowdriven Active Shape for Image Segmentation,Texture image segmentation using fully global minimization active contour model,Level Set Based Segmentation Using Local Feature Distribution,Texture Restricting Flexible Band Active Contours for Segmenting Desired Object in Color Images,Geodesic geometric flow for medical image segmentation based on similarities of interfacial gradients,Texture segmentation using globally active contours model and Cauchy-Schwarz distance,Binary Active Contours using both inside and outside texture descriptors,A Hybrid top-down/bottom-up approach for image segmentation incorporating colour and texture with prior shape knowledge,Multi-region level set image segmentation based on image cartoon-texture decomposition model,Tissue level segmentation and tracking of biological structures in microscopic images based on density maps,A new method for texture image segmentation,Sidescan Sonar Segmentation Using Texture Descriptors and Active Contours,A Texture Segmentation Algorithm Based on PCA and Global Minimization Active Contour Model for Aerial Insulator Images,A novel texture image segmentation model based on multi-scale structure,Localization of multiple insulators by orientation angle detection and binary shape prior knowledge,Breast Nodules Computer-Aided Diagnostic System Design Using Fuzzy Cerebellar Model Neural Networks,An Active Contour Model Based on Texture Distribution for Extracting Inhomogeneous Insulators From Aerial Images
Detection of coastlines in SAR images using wavelet methods,"A. Niedermeier, E. Romaneessen, S. Lehner, ",2000,99,Dimensionality reduction of hyperspectral data using discrete wavelet transform feature extraction,Segmentation of remotely sensed images using wavelet features and their evaluation in soft computing framework,A novel approach to the classification of regional-scale Radar mosaics for tropical vegetation mapping,A wavelet-based algorithm to estimate ocean wave group parameters from radar images,A Split-Based Approach to Unsupervised Change Detection in Large-Size Multitemporal Images: Application to Tsunami-Damage Assessment,Improving River Flood Extent Delineation From Synthetic Aperture Radar Using Airborne Laser Altimetry,Flood Detection in Urban Areas Using TerraSAR-X,The Effect of Wind-Wave Growth on SAR-Based Waterline Maps,Multitemporal Backscattering Logistic Analysis for Intertidal Bathymetry,A Coastline Detection Method in Polarimetric SAR Images Mixing the Region-Based and Edge-Based Active Contour Models,A Level-Set-Based Image Assimilation Method: Potential Applications for Predicting the Movement of Oil Spills,Spatial-Range Mean-Shift Filtering and Segmentation Applied to SAR Images,A Multiresolution Method for Tagline Detection and Indexing,Target Detection in SAR Images Based on a Level Set Approach,Coastal line extraction from SAR multi-channel images,Visual Saliency Modeling for River Detection in High-Resolution SAR Imagery,River detection from SAR images,A CNN-based edge detection algorithm for remote sensing image,Segmentation Techniques for Land Mask Estimation in SAR Imagery,A Novel Algorithm for Edge Detection of Remote Sensing Image Based on CNN and PSO,Automatic water line detection for an USV system,Coastline automatic detection based on high resolution SAR images,Automatic waterline pick-up based on improved embedded confidence,Extraction of sandbank shoreline of Jiangsu based on wavelet transformation,Land cover/land use mapping using different wavelet packet transforms for LISS IV imagery,Coastline optimization and real-time rendering based on raster data sets,Alternating Iteration Method For Solving Monochromatic Electromagnetic Wave,Detecting and analysis of coast changes of Xiamen Island by RS &amp; GIS,A novel procedure for land masking in ocean-land segmentation from SAR images,Edge detection of SAR images using incorporate shift-invariant DWT and binarization method
Reconstructions from zero crossings in scale space,"R. Hummel, R. Moniot, ",1989,99,Generalized Hermite polynomials for image reconstruction from zero crossing contours,Improved coherence-enhancing diffusion with hybrid diffusion tensor,The morphological structure of images,Learning two-dimensional shapes using wavelet local extrema,Texture segmentation using zero crossings information,Research on Compression Method Based on Integer Wavelet Transform and SPIHT for Historical Data in Process Industry,Structural edge detection based on fractal analysis for image compression,Geophysical feature removal by multiscale edge suppression,Non-Shift Edge Based Ratio (NSER): An Image Quality Assessment Metric Based on Early Vision Features,Filters and transforms to localize signal transitions,Unique recovery from edge information,Curvature operators in geometric image processing,Development of TEO phase for speaker recognition,M-ary detection of signals with unknown scales times of arrival and amplitudes new Bayesian approaches based on multiresolution,A Content Separation Image Fusion Approach: Toward Conformity Between Spectral and Spatial Information,Anti-geometric diffusion for adaptive thresholding and fast segmentation,Multiframe selective information fusion from robust error estimation theory,The multiscale Hermite transform for local orientation analysis,Complex Wavelet Bases Steerability and the Marr-Like Pyramid,Robust Scale-Space Filter Using Second-Order Partial Differential Equations,Reconstruction of Binary Functions and Shapes From Incomplete Frequency Information,Directly operable image representation of multiscale primal sketch,Extraction of shift invariant wavelet features for classification of images with different sizes,Edge-preserving image denoising and estimation of discontinuous surfaces,Spectrum restoration from multiscale auditory phase singularities by generalized projections,Gaussian-based edge-detection methods-a survey,Chromatic Derivatives and Approximations in Practice—Part II: Nonuniform Sampling Zero-Crossings Reconstruction and Denoising,Diffusion Equations over Arbitrary Triangulated Surfaces for Filtering and Texture Applications,A Level Set Formulation of Geodesic Curvature Flow on Simplicial Surfaces,Intrinsic Geometric Scale Space by Shape Diffusion
A Bayesian approach to dynamic contours through stochastic sampling and simulated annealing,"G. Storvik, ",1994,99,Image object extraction with shape and edge-driven Markov random field model,Computer-assisted quantification of axo-somatic boutons at the cell membrane of motoneurons,Object matching using deformable templates,Vehicle segmentation and classification using deformable templates,Encoding of a priori information in active contour models,A robust snake implementation; a dual active contour,Brownian strings: Segmenting images with stochastically deformable contours,Statistical region snake-based segmentation adapted to different physical noise models,Deformable shape detection and description via model-based region grouping,Segmentation of brain parenchyma and cerebrospinal fluid in multispectral magnetic resonance images,Automatic tracking of the aorta in cardiovascular MR images using deformable models,A shape-space-based approach to tracking myocardial borders and quantifying regional left-ventricular function applied in echocardiography,Statistical deformable model-based segmentation of image motion,Unsupervised contour representation and estimation using B-splines and a minimum description length criterion,A fast minimal path active contour model,A model based contour searching method,A divide and conquer deformable contour method,A Bayesian Information Flow Approach to Image Segmentation,Application of artificial immune system in handwritten Russian uppercase character recognition,Adaptive B-splines and boundary estimation,Deformable shape detection and description via model-based region grouping,Contracting curve density algorithm for applications in personal robotics,Mean Field Annealing Deformable Contour Method: A Constrained Global Optimization Approach,Probabilistic tracking in a metric space,Markov Chain Monte Carlo shape sampling using level sets,A new deformable contour method,Location of the pupil-iris border in slit-lamp images of the cornea,Unsupervised contour estimation,Nonparametric Statistical Level Set Snake Based on the Minimization of the Stochastic Complexity,The Hough Transform's Implicit Bayesian Foundation
"Multiset canonical correlations analysis and multispectral, truly multitemporal remote sensing data","A. A. Nielsen, ",2002,99,Extracting Hierarchical Structure of Web Video Groups Based on Sentiment-Aware Signed Network Analysis,Improving multiset canonical correlation analysis in high dimensional sample deficient settings,Multi-view Deep Network for Cross-View Classification,Deep Canonical Time Warping,Multi-view Multi-modal Feature Embedding for Endomicroscopy Mosaic Classification,Facial expression recognition under a wide range of head poses,Novel video feature-based favorite video estimation using users' viewing behavior and evaluation,Thin cloud removal of ZY-3 image based on improved homomorphism filtering method,Fusion of projected feature for classification of EMG patterns,Reduced calibration by efficient transformation of templates for high speed hybrid coded SSVEP brain-computer interfaces,Probabilistic subspace-based learning of shape dynamics modes for multi-view action recognition,An Automatic Relative Radiometric Correction Method Based on Slow Feature Analysis,An extraction method of hierarchical Web communities for Web video retrieval,Sparse Representation Based Discriminative Canonical Correlation Analysis for Face Recognition,Multi-sensor change detection based on nonlinear canonical correlations,Domain adaptation in remote sensing through cross-image synthesis with dictionaries,A Multichannel Canonical Correlation Analysis Feature Extraction with Application to Buried Underwater Target Classification,An Iterative Learning Algorithm for Multi-Channel Coherence Analysis,Multi-modal subspace learning with dropout regularization for cross-modal recognition and retrieval,Multiset multitemporal canonical analysis of psoriasis images,Multisubject fMRI data analysis via two dimensional multi-set canonical correlation analysis,Symmetric deflation based multiview canonical correlation learning algorithm,Exhibition method of hierarchical structure of Web communities using community density for Web video retrieval,Semi-Supervised and Semi-Paired Graph Regularized Multiset Canonical Correlation Analysis,Detection of Underwater Targets Using a Subspace-Based Method With Learning,A Novel Framework for the Design of Change-Detection Systems for Very-High-Resolution Remote Sensing Images,Multimodal Data Fusion: An Overview of Methods Challenges and Prospects,Multimodal Data Fusion Using Source Separation: Two Effective Models Based on ICA and IVA and Their Properties,Online Behavioral Analysis with Application to Emotion State Identification,Canonical Correlation Analysis for Data Fusion and Group Inferences
