Supervised Descent Method and Its Applications to Face Alignment,"Xuehan Xiong, Fernando De la Torre, ",2013,500,Improved CNN-based facial landmarks tracking via ridge regression at 150 Fps on mobile devices,A face alignment method based on SURF features,Facial landmark localization: Past present and future,Evaluation of video magnification for nonintrusive heart rate measurement,Selective Transfer Machine for Personalized Facial Action Unit Detection,Face Alignment at 3000 FPS via Regressing Local Binary Features,Nonparametric Context Modeling of Local Appearance for Pose- and Expression-Robust Facial Landmark Localization,Unified Face Analysis by Iterative Multi-output Random Forests,A Hierarchical Probabilistic Model for Facial Feature Detection,RAPS: Robust and Efficient Automatic Construction of Person-Specific Deformable Models,Automatic Construction of Deformable Models In-the-Wild,Towards Multi-view and Partially-Occluded Face Alignment,Gauss-Newton Deformable Part Models for Face Alignment In-the-Wild,Incremental Face Alignment in the Wild,Stacked Progressive Auto-Encoders (SPAE) for Face Recognition Across Poses,Visual Persuasion: Inferring Communicative Intents of Images,Bayesian Active Appearance Models,Project-Out Cascaded Regression with an application to face alignment,Mirror mirror on the wall tell me is the error small?,Face alignment by coarse-to-fine shape searching,Active Pictorial Structures,Face Alignment Across Large Poses: A 3D Solution,Walk and Learn: Facial Attribute Representation Learning from Egocentric Video and Contextual Data,Recurrent Face Aging,Joint Unsupervised Deformable Spatio-Temporal Alignment of Sequences,Constrained Joint Cascade Regression Framework for Simultaneous Facial Action Unit Recognition and Facial Landmark Detection,Unconstrained Face Alignment via Cascaded Compositional Learning,Automated 3D Face Reconstruction from Multiple Images Using Quality Measures,Occlusion-Free Face Alignment: Deep Regression Networks Coupled with De-Corrupt AutoEncoders,Facial Expression Intensity Estimation Using Ordinal Information
Real-time American sign language recognition using desk and wearable computer based video,"T. Starner, J. Weaver, A. Pentland, ",1998,472,Discriminating features learning in hand gesture classification,Boosted subunits: a framework for recognising sign language from videos,Looking at people: sensing for ubiquitous and wearable computing,Recognition of visual activities and interactions by stochastic parsing,Toward spontaneous interaction with the Perceptive Workbench,Real-time sign language fingerspelling recognition using convolutional neural networks from depth map,A Model for Real-Time Recognition and Textual Representation of Malaysian Sign Language through Image Processing,Crane gesture recognition using pseudo 3-D hidden Markov models,A method for recognizing a sequence of sign language words represented in a Japanese sign language sentence,Relevant features for video-based continuous sign language recognition,Toward real-time human-computer interaction with continuous dynamic hand gestures,Algorithms for inference in Specialized Maps for recovering 3D hand pose,A PCA/MDA scheme for hand posture recognition,Gait-based recognition of humans using continuous HMMs,Human action recognition in smart classroom,Subject-independent natural action recognition,Hand gesture recognition using depth data,Transition movement models for large vocabulary continuous sign language recognition,Towards a one-way American sign language translator,Combining motion segmentation with tracking for activity analysis,Recognizing song-based blink patterns: applications for restricted and universal access,Bi-channel sensor fusion for automatic sign language recognition,Activity detection in conversational sign language video for mobile telecommunication,Arabic Sign Language Recognition an Image-Based Approach,Extraction of 3D hand shape and posture from image sequences for sign language recognition,CSLDS: Chinese sign language dialog system,Object Based Key Frame Selection for Hand Gesture Recognition,Multitask training with unlabeled data for end-to-end sign language fingerspelling recognition,Automatic sign language recognition: A survey,Visual Recognition of Manual Tasks Using Object Motion Trajectories
Visual odometry,"D. Nister, O. Naroditsky, J. Bergen, ",2004,453,Collaborative indoor navigation for emergency services personnel,A vision-aided inertial navigation system for agile high-speed flight in unmapped environments: Distribution statement A: Approved for public release distribution unlimited,Adaptive visual odometry using RGB-D cameras,Robot vision network based on ceiling map sharing,Sparse edge visual odometry using an RGB-D camera,Capsule endoscope localization based on visual features,Adaptive Feature Tracking with Kalman Filter for Ego-Motion Estimation,Improvements in visual odometry algorithm for planetary exploration rovers,Chained fusion of discrete and continuous epipolar geometry with odometry for long-term localization of mobile robots,A robust reconfigurable control scheme against pose estimation induced time delays,Mobile robot ego motion estimation using RANSAC-based ceiling vision,Bi-objective optimization for robust RGB-D visual odometry,Monocular visual odometry based on optical flow and feature matching,Video processing design for wireless ADAS applications,Online Reconstruction of Indoor Scenes from RGB-D Streams,CoMaL: Good Features to Match on Object Boundaries,Cognitive Mapping and Planning for Visual Navigation,Visual map matching and localization using a global feature map,Video-based localization without 3D mapping for the visually impaired,Efficient structure from motion with weak position and orientation priors,Single-view obstacle detection for smart back-up camera systems,Ground Truth Accuracy and Performance of the Matching Pipeline,3D Registration in Dark Environments Using RGB-D Cameras,Remote learning environment for visual based robot navigation,Stereo odometry based on careful feature selection and tracking,Multimodal visual-inertial odometry for navigation in cold and low contrast environment,Camera-aided human navigation: Advances and challenges,Visual-inertial ego-motion estimation for humanoid platforms,Construction of Feature Landmark Database Using Omnidirectional Videos and GPS Positions,3D City Modeling from Street-Level Data for Augmented Reality Applications
On-road vehicle detection: a review,"Zehang Sun, G. Bebis, R. Miller, ",2006,450,Locally discriminative stable model for visual tracking with clustering and principle component analysis,Detecting partially occluded vehicles with geometric and likelihood reasoning,Part-based recognition of vehicle make and model,Principal component analysis-based learning for preceding vehicle classification,Driving behaviour-based event data recorder,Monovision-based vehicle detection distance and relative speed measurement in urban traffic,On-road multi-vehicle tracking algorithm based on an improved particle filter,Quantitative model of the driver's reaction time during daytime fog – application to a head up display-based advanced driver assistance system,Empowering vehicle tracking in a cluttered environment with adaptive cellular automata suitable to intelligent transportation systems,Improved Robust Vehicle Detection and Identification Based on Single Magnetic Sensor,A comparison of FFS+LAC with AdaBoost for training a vehicle localizer,Illegal Parking Detection Using Gaussian Mixture Model and Kalman Filter,3D Terrain Reconstruction for Patrol Robot Using Point Grey Research Stereo Vision Cameras,IMilePost: Embedded Solution for Dangerous Road Situation Warnings,A real-time architecture of multiple features extraction for vehicle verification,A Region of Interest Extraction Approach Based on Adaptive Threshold in Intelligent Transportation System,Road watch radar system development,A perception system for robot arms to convey objects to in-car passengers,A multiple-lane vehicle tracking method for forward collision warning system applications,Traffic scenes invariant vehicle detection,Identification system of the type of vehicle,Fast object detection from unmanned surface vehicles via objectness and saliency,Fast and accurate vehicle detection by aspect ratio regression,Real time obstacle detection method based on lidar and wireless sensor,A Simple On-Road Object Segmentation Approach in ITS System,Vehicle tracking using fractional order Kalman filter for non-linear system,Real-time vehicle detection using Haar-SURF mixed features and gentle AdaBoost classifier,Real-time lane-vehicle detection and tracking system,High throughput FPGA architecture for corner detection in traffic images,Low cost in-flow traffic monitor for South-East Asia
Contrast restoration of weather degraded images,"S. G. Narasimhan, S. K. Nayar, ",2003,440,A time space and color-based classification of different weather conditions,Improved single image and video dehazing using morphological operation,Reproducible Fog Simulation for Testing Automotive Surround Sensors,Improving visibility of a fast dehazing method,Fast and efficient contrast enhancement for real time video dehazing and defogging,Study on the Method of Image Restoration in the Environment of Dust,Image Haze Removal Using Depth-Based Cluster and Self-Adaptive Parameters,Classification of fog situations based on Gaussian mixture model,Robust multi-sensor bootstrap tracking filter for quality of service estimation,Test methodology for rain influence on automotive surround sensors,Rainy weather recognition from in-vehicle camera images for driver assistance,Visibility Enhancement for Roads with Foggy or Hazy Scenes,Recognition of foggy conditions by in-vehicle camera and millimeter wave radar,A new fast method for foggy image enhancement,Edge Collapse-Based Dehazing Algorithm for Visibility Restoration in Real Scenes,Image Dehazing Based on Accurate Estimation of Transmission in the Atmospheric Scattering Model,Contextual Spatiospectral Postreconstruction of Cloud-Contaminated Images,Single Remote Sensing Image Dehazing,Effective Contrast-Based Dehazing for Robust Image Matching,Haze Removal for a Single Remote Sensing Image Based on Deformed Haze Imaging Model,Enhancement of image degraded by fog using cost function based on human visual model,An investigation in dehazing compressed images and video,A rotating polarizing filter approach for image enhancement,A novel image defogging algorithm based on multi-resolution fusion transform,Real-Time Dehazing for Image and Video,A survey on visibility enhancement techniques in degraded atmospheric outdoor scenes,Image-based automated haze removal using dark channel prior,A novel segmentation guided approach for single image dehazing,Quick shift segmentation guided single image haze removal algorithm,The latest challenges and opportunities in the current single image dehazing algorithms
A multiple-baseline stereo,"M. Okutomi, T. Kanade, ",1993,437,A stereo matching algorithm with an adaptive window: theory and experiment,Reciprocal-wedge transform for space-variant sensing,Motion estimation with quadtree splines,A variable window approach to early vision,Stereo-motion with stereo and motion in complement,A cooperative algorithm for stereo matching and occlusion detection,Coordination of appearance and motion data for virtual view generation of traditional dances,3D modeling of outdoor environments by integrating omnidirectional range and color images,Fast multiple-baseline stereo with occlusion,Dynamic Shape Capture via Periodical-Illumination Optical Flow Estimation and Multi-view Photometric Stereo,Sparse Modeling of Shape from Structured Light,The Recursive Multi-Frame Planar Parallax Algorithm,Dynamic 3D Urban Scene Modeling Using Multiple Pushbroom Mosaics,Generation of multi-view video plus depth content using mixed narrow and wide baseline setup,Stereo camera upgraded to equal baseline multiple camera set (EBMCS),3-D polyhedral face computation from two perspective views with the aid of a calibration plate,Focused object extraction with multiple cameras,View generation for three-dimensional scenes from video sequences,Virtualized reality: constructing virtual worlds from real scenes,3D reconstruction of environments for virtual collaboration,Object oriented face detection using range and color information,Human face structure estimation from multiple images using the 2D affine space,Robust 3-D reconstruction from single camera rotation stereo,A robotic structured light camera,Variable-resolution motion stereo using reciprocal-wedge transform,3D visual tracking using a network of low-cost pan/tilt cameras,View interpolation with range data for navigation applications,Fast 3D position measurement with two unsynchronized cameras,New multi-baseline stereo by counting interest points,Reflection Stereo - Novel Monocular Stereo using a Transparent Plate -
Visual servo control. II. Advanced approaches [Tutorial],"Francois Chaumette, Seth Hutchinson, ",2007,416,Collision-free visual servoing of an eye-in-hand manipulator via constraint-aware planning and control,Drag reduction of the plane Poiseuille flow by partitioned visual servo control,Visual servoing of an inverted pendulum on cart using a mounted smartphone,Using inertial and visual sensing from a mounted smartphone to stabilize a ball and beam test-bed,A Neuro-Fuzzy Visual Servoing Controller for an Articulated Manipulator,A real time object tracking approach for mobile robot visual servo control,High-accuracy visual/PSD hybrid servoing of robotic manipulator,Real-time monocular vision-based object tracking with object distance and motion estimation,Visual servoing using non-vector space control theory,Algorithm of markerless long distance 6-DOF motion detection system based on laser distance sensors,Vision-based control of a flying robot without linear velocity measurements,Depth estimation of objects with known geometric model for IBVS using an eye-in-hand camera,Non-vector space visual servoing for multiple pin-in-hole assembly by robot,Image-based visual tracking of a moving target for a quadrotor,A robotics approach for interpreting the gaze-related modulation of the activity of premotor neurons during reaching,Research of automatic needle locating based on stereo visual servoing,Passivity-based visual motion observer: From theory to distributed algorithms,A visual servoing path-planning strategy for cameras obeying the unified model,An adapted visual servo algorithm for substation equipment inspection robot,A simple approach for 2D visual servoing,Essential-matrix-based visual servoing of nonholonomic mobile robots without short baseline degeneration,Backstepping based visual servoing for transport aircraft automatic landing,Predictive image based visual servoing of manipulators with multiple constraints,A Fast servoing strategy for nonholonomic mobile robot with RGB-D sensing,Visual servoing of a robotic manipulator using an optimized trajectory planning technique,IBVS of a rotary wing UAV using line features,Dynamic image-based visual servoing for unmanned aerial vehicles with bounded inputs,Visual servoing of nonholonomic mobile robots based on a new motion estimation technique,An active visual servoing strategy for nonholonomic mobile robots,Image-based visual servo control for circular trajectories for a fixed-wing aircraft
A new technique for fully autonomous and efficient 3D robotics hand/eye calibration,"R. Y. Tsai, R. K. Lenz, ",1989,385,Hand–eye calibration using a target registration error model,A noise-tolerant algorithm for robotic hand-eye calibration with or without sensor orientation measurement,A new identification Jacobian for robotic hand/eye calibration,Adaptive self-calibration of vision-based robot systems,A Fourier approach to camera orientation,Calibrating a Cartesian robot with eye-on-hand configuration independent of eye-to-hand relationship,Calibration of a hand/eye matrix and a connection matrix using relative pose measurements,Calibration of an active binocular head,New closed-form solution for kinematic parameter identification of a binocular head using point measurements,Reality modeling and visualization from multiple video sequences,Increasing optical tracking workspace of VR applications using controlled cameras,World-Base Calibration by Global Polynomial Optimization,Quaternionic Upsampling: Hyperspherical Techniques for 6 DoF Pose Tracking,Extrinsic calibration of a vision sensor mounted on a robot,Nonholonomic camera-space manipulation,Statistical analysis of focal-length calibration using vanishing points,Simultaneous robot/world and tool/flange calibration by solving homogeneous transformation equations of the form AX=YB,A camera space control system for an automated forklift,The MVP sensor planning system for robotic vision tasks,A new technique for fully autonomous and efficient 3D robotics hand/eye calibration,Simultaneous calibration of a robot and a hand-mounted camera,Motion of an uncalibrated stereo rig: self-calibration and metric reconstruction,A self-calibration technique for active vision systems,A tutorial on visual servo control,Visual servoing with hand-eye manipulator-optimal control approach,A framework for robot motion planning with sensor constraints,Kinematic calibration of an active head-eye system,Active self-calibration of robotic eyes and hand-eye relationships with model identification,Active self-calibration of hand-mounted laser range finders,Hand/eye calibration for electronic assembly robots
Detection and classification of vehicles,"S. Gupte, O. Masoud, R. F. K. Martin, N. P. Papanikolopoulos, ",2002,378,Vehicle segmentation and tracking from a low-angle off-axis camera,Vehicle ROI Extraction Based on Area Estimation Gaussian Mixture Model,Research on the Real-Time of the Perception between Objects in Internet of Things Based on Image,Sensor Networks for Railway Monitoring: Detecting Trains from their Distributed Vibration Footprints,Multi-shape Descriptor Vehicle Classification for Urban Traffic,A robust hybrid movement detection method in dynamic background,Real-time vehicle detection and tracking,Moving targets detection algorithm based on background subtraction and frames subtraction,Object Extraction by Spatio-Temporal Assembling,Bayesian based 3D shape reconstruction from video,Automatic vehicle counting method based on principal component pursuit background modeling,Point Matching Estimation for Moving Object Tracking Based on Kalman Filter,Real-time moving vehicle detection tracking and counting system implemented with OpenCV,Automatic vehicle classification instrument based on multiple sensor information fusion,Vehicle sparse recognition via class dictionary learning,Wireless magnetic sensor node for vehicle detection using finite element simulation,Three-Skips CNN for road scene semantic segmentation,A real-time and color-based computer vision for traffic monitoring system,Robust vehicle tracking algorithm for nighttime videos captured by fixed cameras in highly reflective environments,Robust detection system of illegal lane changes based on tracking of feature points,Video-based traffic data collection system for multiple vehicle types,Principal component analysis-based learning for preceding vehicle classification,Simple method for camera calibration of roundabout traffic scenes using a single circle,Automated cyclist data collection under high density conditions,Ground Truth Verification Tool (GTVT) for Video Surveillance Systems,Illegal Parking Detection Using Gaussian Mixture Model and Kalman Filter,A new algorithm for background extraction under video surveillance,Feature Point Tracking for Car Speed Measurement,Video Vehicle Detection Algorithm based on Virtual-Line Group,Real-time detection of illegally parked vehicles using 1-D transformation
Geometric camera calibration using circular control points,"J. Heikkila, ",2000,371,Calibration of multiple fish-eye cameras using a wand,Automatic chessboard corner detection method,Requirements for Camera Calibration: Must Accuracy Come with a High Price?,A calibration method for uncoupling projector and camera of a structured light system,Using saddle points for subpixel feature detection in camera calibration targets,Comparison of various centroiding algorithms to determine the centroids of circular marks in images,An Improved Method of Location of the Circular Target,The question of accuracy with geometric camera calibration,A novel technique for estimating intrinsic camera parameters in geometric camera calibration,Constructive camera pose control for optimizing multiview distributed video coding,Accurate camera calibration using the collinearity constraint,Correction of the Asymmetrical Circular Projection in DLT Camera Calibration,Progress of Instantaneity in Real-Time ROBOCUP Vision System,A corner detection algorithm and evaluation method basing on measurement,An approach for estimating the fundamental matrix,A Simple Operator for Very Precise Estimation of Ellipses,Camera Matrix Calibration Using Circular Control Points and Separate Correction of the Geometric Distortion Field,Use of a cold mirror system for citrus fruit identification,Study on citrus fruit image using fisher linear discriminant analysis,Camera calibration from a single night sky image,Parametric Subpixel Matchpoint Recovery with Uncertainty Estimation: A Statistical Approach,Calibration for high-definition camera rigs with marker chessboard,An improved adaptive correction method for camera distortion,Video quality improvement for multi-camera systems using camera control,Large-Object Range Data Acquisition Fusion and Segmentation,Straight-Edge Extraction in Distorted Images Using Gradient Correction,A simple camera calibration method for vehicle velocity estimation,Lens Radial Distortion Calibration Using Homography of Central Points,Estimation of Anthropomeasures from a Single Calibrated Camera,Calibration of aerial and panoramic camera using cross-diffractive optical elements
Multirate 3-D subband coding of video,"D. Taubman, A. Zakhor, ",1994,367,Robust image and video transmission over spectrally shaped channels using multicarrier modulation,Real-time Internet video using error resilient scalable compression and TCP-friendly transport protocol,SNR scalability based on matching pursuits,Unequal packet loss resilience for fine-granular-scalability video,User-oriented QoS in packet video delivery,Video multicast over the Internet,Multicast routing and its QoS extension: problems algorithms and protocols,Rate constrained multiresolution transmission of video,A perceptually optimized 3-D subband codec for video communication over wireless channels,A common framework for rate and distortion based scaling of highly scalable compressed video,Very low bit-rate video coding based on matching pursuits,Layered DCT still image compression,Rate control for an embedded wavelet video coder,Disk-based storage for scalable video,System architecture of an adaptive reconfigurable DSP computing engine,Interframe coding using two-stage variable block-size multiresolution motion estimation and wavelet decomposition,Very low bit-rate video coding using wavelet-based techniques,Wavelet based rate scalable video compression,Video compression using matching pursuits,Scalable wavelet coding for synthetic/natural hybrid images,Significance-linked connected component analysis for very low bit-rate wavelet video coding,A comparative study of DCT- and wavelet-based image coding,The subband modulation: a joint power and rate allocation framework for subband image and video transmission,A comparison of temporal scalability techniques,Low bit-rate scalable video coding with 3-D set partitioning in hierarchical trees (3-D SPIHT),Rate-distortion optimized layered coding with unequal error protection for robust Internet video,Video multicast using layered FEC and scalable compression,Motion-compensated layered video coding for playback scalability,Design of wavelet-based image codec in memory-constrained environment,A replenishment technique for low bit-rate video compression based on wavelets and vector quantization
Single lens stereo with a plenoptic camera,"E. H. Adelson, J. Y. A. Wang, ",1992,362,A micro camera utilizing a microlens array for multiple viewpoint imaging,Sensors for Gesture Recognition Systems,Terahertz Light-Field Imaging,Correcting interperspective aliasing in autostereoscopic displays,Visualization and Computer Graphics on Isotropically Emissive Volumetric Displays,Enhancing Light Fields through Ray-Space Stitching,Generic calibration of an integral imaging camera and its applications on 2D integral image reconstruction and 3D scene reconstruction,Lightfield recording and reconstruction by integral imaging,Algorithms for transforming an integral photography into a plenoptic picture,Tomographic microscopy using a plenoptic sensor,Depth map extraction from light field microscopes,Error analysis of depth estimations based on orientation detection in EPI-representations of 4D light fields,Preliminary Survey of Multiview Synthesis Technology,Compound eye sensor for 3D ego motion estimation,Monocular underwater stereo - 3D measurement using difference of appearance depending on optical paths -,Towards real-time underwater 3D reconstruction with plenoptic cameras,A fast adaptive guided filtering algorithm for light field depth interpolation,Investigating mathematical models for focused plenoptic cameras,Synthetic aperture based on plenoptic cameras for seeing behind occlusion,A 3D vision 2.1Mpixel image sensor for single-lens camera systems,A depth estimation algorithm of plenoptic camera for the measurement of particles,Fuzzy Integral Imaging Camera Calibration for Real Scale 3D Reconstructions,Design and Laboratory Results of a Plenoptic Objective: From 2D to 3D With a Standard Camera,Towards 3D Television Through Fusion of Kinect and Integral-Imaging Concepts,Computation and Display of 3D Movie From a Single Integral Photography,Micro Cameras Capable of Multiple Viewpoint Imaging Utilizing Photoresist Microlens Arrays,A Camera Simulation Framework for Passive Depth Recovery Systems,Compound-Eye Camera Module as Small as 8.5 $times$ 8.5 $times$ 6.0 mm for 26 k-Resolution Depth Map and 2-Mpix 2D Imaging,Breakthroughs in Photonics 2014: Recent Advances in 3-D Integral Imaging Sensing and Display,Wavefront Sensing Based on Partially Occluded and Extended Scene Target
A large-scale hierarchical multi-view RGB-D object dataset,"Kevin Lai, Liefeng Bo, Xiaofeng Ren, Dieter Fox, ",2011,361,Adaptive filter for denoising 3D data captured by depth sensors,MCOV: A Covariance Descriptor for Fusion of Texture and Shape Features in 3D Point Clouds,Piecewise Planar Decomposition of 3D Point Clouds Obtained from Multiple Static RGB-D Cameras,Convolutional Fisher Kernels for RGB-D Object Recognition,Reconstruction of 3D Pose for Surfaces of Revolution from Range Data,A Large-Scale 3D Object Recognition Dataset,Multiview RGB-D Dataset for Object Instance Detection,Object Recognition Using Deep Convolutional Features Transformed by a Recursive Network Structure,Evolutionary Feature Learning for 3-D Object Recognition,Coherent Occlusion Reasoning for Instance Recognition,Kinect Depth Inpainting via Graph Laplacian with TV21 Regularization,Object recognition from 3D depth data with Extreme Learning Machine and Local Receptive Field,Learning data-efficient hierarchical features for robotic graspable object recognition,Superpixel based RGB-D image segmentation using Markov random field,OP sense — A robotic research platform for telemanipulated and automatic computer assisted surgery,3D object modeling with a Kinect camera,Self-taught recovery of depth data,Depth map refinement using superpixel label information,Image-Set Matching by Two Dimensional Generalized Mutual Subspace Method,An indoor stereo map completion dataset and a novel corresponding method,Using grayscale images for object recognition with convolutional-recursive neural network,The Evaluation of Shape Distribution for Object Recognition Based on Kinect-Like Depth Image,Improving object extraction with depth-based methods,Online kernel dictionary learning for object recognition,3D Object Detection Based on Geometrical Segmentation,CPS: 3D Compositional Part Segmentation through Grasping,Object Classification Based on 3D Point Clouds Covariance Descriptor,Object recognition with hierarchical kernel descriptors,RGB-(D) scene labeling: Features and algorithms,Occlusion reasoning for object detection under arbitrary viewpoint
Recognising panoramas,"M. Brown, D. G. Lowe, ",2003,360,Adaptive Client-Side LUT-Based Digital Watermarking,Geometric Invariant Digital Image Watermarking Scheme Based on Feature Points Detector and Histogram Distribution,Time Machine: A Mobile Augmented Reality System for Tourism Based on Coded-Aperture Camera,Boosting cross-modality image registration,An algorithm of parameters adaptive scale-invariant feature for high precision matching of multi-source remote sensing image,A 360-degree panoramic video system design,Rapid Acquisition of Persistent Object Textures,Envisor: Online Environment Map Construction for Mixed Reality,Real-time panoramic mapping and tracking on mobile phones,Map-Enhanced UAV Image Sequence Registration,Classification of image registration problems using support vector machines,OpenVL: A task-based abstraction for developer-friendly computer vision,Composition Context Photography,Constructing image mosaics using focus based depth analysis,Mosaicing scenes with a quadcopter,A Fast and Robust Image Stitching Algorithm,Automatic spherical panorama generation with two fisheye images,Multisensor based effective indoor environment map build-up for intelligent service robot,Stereoscopic visualization of monocular images in photo collections,UAV image mosaic for road traffic accident scene,An efficient approach in Iris genetic lesion detection algorithm using SURF and SVM,A new image projection method for panoramic image stitching,Traffic flow matching with clique and triplet cues,A Way of Image Fusion Based on Wavelet Transform,Precise image registration and occlusion labeling,An approach for automated scale invariant STM-scan matching using SIFT,Underwater image stitching based on SIFT and wavelet fusion,Calibration of DIDSON forward-scan acoustic video camera,Large-Area Photo-Mosaics Using Global Alignment and Navigation Data,LAPMv2: An improved tool for underwater large-area photo-mosaicking
Digital camera identification from sensor pattern noise,"J. Lukas, J. Fridrich, M. Goljan, ",2006,356,PRNU enhancement effects on biometric source sensor attribution,Smartphone image acquisition forensics using sensor fingerprint,Sensor pattern noise and image similarity for picture-to-identity linking,Forensic detection of image manipulation using the Zernike moments and pixel-pair histogram,Acquisition source identification through a blind image classification,Information Forensics: An Overview of the First Decade,A Scalable Approach to Source Camera Identification over Hadoop,Game theoretic analysis of camera source identification,Weighting optimization with neural network for photo-response-non-uniformity-based source camera identification,Image origin identification for online social networks (OSNs),Minimizing the impact of low interoperability between optical fingerprints sensors,PRNU-based image alignment for defective pixel detection,The identification of mobile phones through the fingerprints of their built-in magnetometer: An analysis of the portability of the fingerprints,Selecting forensic features for robust source camera identification,A Survey of Techniques for the Identification of Mobile Phones Using the Physical Fingerprints of the Built-In Components,Source Camera Identification Using Large Components of Sensor Pattern Noise,The Forensics for Detecting Manipulation on Part of Text,Confidence weighting for sensor fingerprinting,Identifying sensors from fingerprint images,Tampering Detection and Localization Through Clustering of Camera-Based CNN Features,PCA-based denoising of Sensor Pattern Noise for source camera identification,Patch-based sensor pattern noise for camera source identification,Partial sharpness index for classifying digital camera and scanned images,Computed tomography image source identification by discriminating CT-scanner image reconstruction process,Image Sharpening for Efficient Source Camera Identification Based on Sensor Pattern Noise Estimation,Blind biometric source sensor recognition using advanced PRNU fingerprints,Improving sensor noise analysis for CT-Scanner identification,Camera model identification based machine learning approach with high order statistics features,Video camera identification using audio-visual features,CT-Scanner identification based on sensor noise analysis
Color plane interpolation using alternating projections,"B. K. Gunturk, Y. Altunbasak, R. M. Mersereau, ",2002,354,Adaptive CFA Demosaicking Using Bilateral Filters for Colour Edge Preservation,A case for denoising before demosaicking color filter array data,A Novel Offline Demosaicing Method for Wireless Endoscope,Color Filter Arrays for Single-Sensor Imaging,Local correlation based CFA interpolation,An Improved Alternating-Projection Demosaicing Algorithm,Color Demosaicking Using Directional Weighting,An effective color image interpolation algorithm,An improved color image demosaicking algorithm,Color Demosaicking for Complementary Color Filter Array,Multi-directional Demosaicing for Digital Still Cameras,Color Filtering Method for CFA Images Based on Gradient,Demosaicing by smoothing along 1D features,Demosaicking recognition with applications in digital photo authentication based on a quadratic pixel correlation model,Learning from interpolated images using neural networks for digital forensics,A wavelet-based demosaicking algorithm for embedded applications,Sudoku Bit Arrangement for Combined Demosaicking and Watermarking in Digital Camera,Reduction of Colour Artifacts Using Inverse Demosaicking,Adaptive Order Spline Interpolation for Edge-Preserving Colour Filter Array Demosaicking,A Blind and Robust Video Watermarking Scheme Using Chrominance Embedding,A low-cost real-time hardware-based image demosaicking algorithm,A high performance alternating projections image demosaicing hardware,Advanced Bayer demosaicing on FPGAs,A gradient based edge sensing scheme for color filter array demosaicking,Embedded real-time HD video deblurring,Comparative analysis of demosaicking techniques for Mars Colour Camera data,Color Interpolation with Variable Color Ratio and High Frequency Based on the External Divide,High-quality linear interpolation for demosaicing of Bayer-patterned color images,3CCD interpolation using selective projection,Image Denoising Using Optimal Color Space Projection
DTAM: Dense tracking and mapping in real-time,"Richard A. Newcombe, Steven J. Lovegrove, Andrew J. Davison, ",2011,353,Sparse Modeling of Shape from Structured Light,Sampling-Based Multiview Reconstruction without Correspondences for 3D Edges,Dense Non-rigid Structure from Motion,SIFT-Realistic Rendering,Real-Time 3D Reconstruction in Dynamic Scenes Using Point-Based Fusion,Direct Optimization of T-Splines Based on Multiview Stereo,DT-SLAM: Deferred Triangulation for Robust SLAM,Reconstructing Fukushima: A Case Study,Piecewise Planar and Non-Planar Segmentation of Large Complex 3D Urban Models,A Multi-view Structured-Light System for Highly Accurate 3D Modeling,3D Modeling on the Go: Interactive 3D Reconstruction of Large-Scale Scenes on Mobile Devices,A New Flying Range Sensor: Aerial Scan in Omni-Directions,HDRFusion: HDR SLAM Using a Low-Cost Auto-Exposure RGB-D Sensor,Learning to Navigate the Energy Landscape,A 3D Reconstruction with High Density and Accuracy Using Laser Profiler and Camera Fusion System on a Rover,Monocular Real-Time Surface Reconstruction Using Dynamic Level of Detail,Pose estimation and 3D environment reconstruction using less reliable depth data,Convergence-enhanced dense RGB-D odometry with a rotational motion prior from a gyroscope,Visual industrial inspection using aerial robots,Feature based simultaneous localization and semi-dense mapping with monocular camera,A novel RGB-D SLAM algorithm based on points and plane-patches,Adaptive RGB-D Localization,Dense reconstruction on-the-fly,Dense Variational Reconstruction of Non-rigid Surfaces from Monocular Video,Dense Reconstruction Using 3D Object Shape Priors,SLAM++: Simultaneous Localisation and Mapping at the Level of Objects,Mesh Based Semantic Modelling for Indoor and Outdoor Scenes,Scene Coordinate Regression Forests for Camera Relocalization in RGB-D Images,Dense 3D Reconstruction from Severely Blurred Images Using a Single Moving Camera,Simultaneous Super-Resolution of Depth and Images Using a Single Camera
