Creating the CIPRES Science Gateway for inference of large phylogenetic trees,"Mark A. Miller, Wayne Pfeiffer, Terri Schwartz, ",2010,1035,Authoring a Science Gateway Cookbook,A Web-Based Platform for Publication and Distributed Execution of Computing Applications,SoTree: An Automated Phylogeny Assembly Tool for Ecologists from Big Tree,Science Gateways Incubator: Software Sustainability Meets Community Needs
Performance of image and video processing with general-purpose processors and media ISA extensions,"P. Ranganathan, S. Adve, N. P. Jouppi, ",1999,69,Implementation of a streaming execution unit,Understanding video pixel processing applications for flexible implementations,Acceleration of MELP Algorithm Using DSP Coprocessor with Extended Registers,Reducing 3D wavelet transform execution time through the Streaming SIMD Extensions,Register organization for media processing,Energy issues in multimedia systems,Performance Optimization of a Multimedia Player on a Mobile CPU Platform,Measuring the performance of multimedia instruction sets,An analysis of cache performance of multimedia applications,An Efficient Data-Distribution Mechanism in a Processor-In-Memory (PIM) Architecture Applied to Motion Estimation,Low-Power Multiple-Precision Iterative Floating-Point Multiplier with SIMD Support,Access-Pattern-Aware On-Chip Memory Allocation for SIMD Processors,Tackling Resource Variations Through Adaptive Multicore Execution Frameworks,Overview of research efforts on media ISA extensions and their usage in video coding,Methodology for Energy-Flexibility Space Exploration and Mapping of Multimedia Applications to Single-Processor Platform Styles,Neighbor cache prefetching for multimedia image and video processing,Caches for Multimedia Workloads: Power and Energy Tradeoffs,The CSI multimedia architecture,MEPEG-4: fallacies and paradoxes,A programmable processor with 4096 processing units for media applications,Evaluating signal processing and multimedia applications on SIMD VLIW and superscalar architectures,Cost-effective hardware acceleration of multimedia applications,Adaptive balanced computing (ABC) microprocessor using reconfigurable functional caches (RFCs),Performance of an advanced video codec on a general-purpose processor with media ISA extensions,Exploiting parallelism in media processing using VLIW processor,Customized SIMD unit synthesis for system on programmable chip,Memory performance optimizations for real-time software HDTV decoding,Low power CMOS image sensor with programmable spatial filtering,Performance engineering of image processing systems through benchmarking techniques,A performance characterization of high definition digital video decoding using H.264/AVC
Time-domain physical-optics,"En-Yuan Sun, W. V. T. Rusch, ",1994,69,A time-domain physical optics heuristic approach to passive intermodulation scattering,Transient analysis of large paraboloidal reflector antennas,Analytical solution for early-time transient radiation from pulse-excited parabolic reflector antennas,Time-domain version of the physical theory of diffraction,Time-domain equivalent edge currents for transient scattering,Efficient analysis of transient responses of some antenna arrays in the presence of high-power electromagnetic pulses (HP-EMP),An hybrid formulation combining FDTD and TDPO,A time domain physical optics approach to passive intermodulation scattering problems,Time-domain analysis of pulse-excited reflector antennas,Equivalent edge currents for the time-domain analysis of reflector antennas,Automatic evaluation of the non-linear model coefficients in passive intermodulation scattering via genetic algorithms,Some insight on the behaviour of heuristic PIM scattering models for TD-PO analysis,An analytic solution for early-time transient scattering from a finite parabolic surface illuminated by pulse-excited plane waves,Time-Domain Physical-Optics Method for Transient Scattering Analysis,Research on electromagnetic scattering characteristics of electrically large object based on time-domain physical optics,Transient analysis of radiation for high gain and directivity antennas,Relativistic plane-wave decomposition of electromagnetic waves,Physically appealing transient analysis of reflector antennas by asymptotic techniques,An extraction method of MIM barrier voltage for PIM prediction on mesh reflector,Optimization on wedge type absorbers via genetic algorithm,Time-domain analysis of a reflector antenna illuminated by a Gaussian pulse,Time-domain physical optics method for the analysis of wide-band EM scattering from two dimensional conducting rough surface,Investigation on electromagnetic responses of double objects illuminated by a high-power EMP using hybrid TDIE-TDPO method,Investigation on electromagnetic responses of some complex wire-surface composite objects using hybrid TDIE-TDPO based MOT method,Characterization of mutual coupling effects among multi-antennas mounted on a perfect electrically conducting (PEC) tower platform in the presence of intentional electromagnetic pulses (IEMPs),Diffraction of a pulsed electromagnetic plane wave by a right-angled dielectric wedge,Computation of the Physical Optics Integral on NURBS Surfaces Using a Radon Transform Interpretation,A Time-Domain Uniform Asymptotic Theory Applied to the Analysis of Pulse-Excited PEC Wedges,A Closed-Form Representation of Time-Domain Far Fields Based on Physical Optics,Passive intermodulation on large reflector antennas
AWESpice: a general tool for the accurate and efficient simulation of interconnect problems,"V. Raghavan, J. E. Bracken, R. A. Rohrer, ",1992,69
Implementation of Hybrid Control for Motor Drives,"Xuefang Lin-Shi, Florent Morel, Ana M. Llor, Bruno Allard, Jean-Marie Retif, ",2007,69,Hybrid position controller for an indirect field-oriented induction motor drive,FPGA-based implementation by direct torque control of a PMSM machine,Model Predictive Direct Torque Control of permanent magnet synchronous motors,Design and implementation of a novel model predictive control algorithm for Permanent Magnet Synchronous Machines,Comparison of two current predictive control methods for a segment winding permanent magnet linear synchronous motor,Deadbeat predictive current control for PMSM,Direct torque versus predictive control of the induction motor,Real-time FPGA model in the loop analysis of Permanent Magnet Synchronous Machine for LEV,Predictive current control for Permanent Magnet Synchronous Motor based on deadbeat control,Grey control strategy of predictive current for PMSM,FPGA-based implementation with simulation of structue Direct Torque Control of a PMSM,Control of complex dynamical systems based on Direct Torque Control of an asynchronous machine,Research on predictive control for PMSM based on online parameter identification,An on-line active energy flow split strategy for battery-ultracapacitor energized PMSM driving system,Synchronous state machine inner FPGA controlling PFC boost converter,Development of intellectual property for Brushless DC Motor drives,FPGA implementation of high speed serial peripheral interface for motion controller,Current sensorless direct predictive control for induction motor drives,Selection of PI controller tuning parameters for speed control of PMSM using Biogeography Based Optimization algorithm,The comparative study between different performance indices of a Permanent Magnet Synchronous Motor drive on variable sensor angle,A predictive control for a matrix converter-fed permanent magnet synchronous machine,Comparative study of two Predictive Current Controls for a Permanent Magnet Synchronous Machine drive,Predictive Current Control for an Induction Motor,Digital hardware emulation of universal machine and universal line models for real-time electromagnetic transient simulation,Analytical and comparative evaluation of advanced digital PWM control techniques,Hierarchical direct predictive control of PMSM drives,FPGA-based real-time simulation of sensorless control of PMSM drive at standstill,Bilateral Control of Nonlinear Pneumatic Teleoperation System With Solenoid Valves,FPGA Design Methodology for Industrial Control Systems—A Review,FPGA-Based Current Controllers for AC Machine Drives—A Review
Electrothermal simulation of integrated circuits,"Sang-Soo Lee, D. J. Allstot, ",1993,69,Fully coupled electrothermal mixed-mode device simulation of SiGe HBT circuits,Substrate-aware mixed-signal macrocell placement in WRIGHT,Addressing noise decoupling in mixed-signal IC's: power distribution design and cell customization,Stable and efficient reduction of large multiport RC networks by pole analysis via congruence transformations,Preservation of passivity during RLC network reduction via split congruence transformations,ILLIADS-T: an electrothermal timing simulator for temperature-sensitive reliability diagnosis of CMOS VLSI chips,A temperature-aware simulation environment for reliable ULSI chip design,VLSI for digital television,Tracing the thermal behavior of ICs,Electrothermal CAD of power devices and circuits with fully physical time-dependent compact thermal modeling of complex nonlinear 3-d systems,Characterization and modeling of metal-film microbolometer,Fully coupled dynamic electro-thermal simulation,Electro-thermal and logi-thermal simulation of VLSI designs,Electro-thermal circuit simulation using simulator coupling,Realistic and efficient simulation of electro-thermal effects in VLSI circuits,Asymptotic thermal analysis of electronic packages and printed-circuit boards,Distributed electrothermal modeling in VHDL-AMS,Fast thermal analysis for CMOS VLSIC reliability,Stable and efficient reduction of large multiport RC networks by pole analysis via congruence transformations,iCET: a complete chip-level thermal reliability diagnosis tool for CMOS VLSI chips,Microsystem design using simulator coupling,Study on self-heat effects in integrated circuits with hot-spot and electro-thermal coupling methods,Semi-analytical techniques for substrate characterization in the design of mixed-signal ICs,Mixed-mode device simulation,Electro-thermal circuit simulation of analog controlled power circuitry,Improvement on chip-level electrothermal simulator-ILLIADS-T,A Built-in Test and Characterization Method for Circuit Marginality Related Failures,Sensitivity Degradation in a Tri-Band GSM BiCMOS Direct-Conversion Receiver Caused by Transient Substrate Heating,On-chip sensing and actuation methods for integrated self-healing mm-wave CMOS power amplifier,Electro-thermal effects in mixed-mode device simulation
On the Design of Adaptive and Decentralized Load Balancing Algorithms with Load Estimation for Computational Grid Environments,"Ruchir Shah, Bhardwaj Veeravalli, Manoj Misra, ",2007,69,Towards Inter-cloud Schedulers: A Survey of Meta-scheduling Approaches,From Meta-computing to Interoperable Infrastructures: A Review of Meta-schedulers for HPC Grid and Cloud,Design and Implementation of Job Migration Policies in P2P Grid Systems,Performance Comparison of Load Balancing Algorithms through Code Migration in Distributed Desktop Computing Grids,Exploiting Dynamic Distributed Load Balance by Neighbor-Matching on P2P Grids,Dynamic Load Balancing on All-to-All Personalized Communications Using the NNLB Principal,Designing an Effective Dynamic Load Balancing Algorithm Considering Imperative Design Issues in Distributed Systems,Load balancing between nodes in a volunteer cloud computing by taking into consideration the number of cloud services replicas,Decentralized Load Balancing for Heterogeneous Grids,Dynamic scheduling for heterogeneous Desktop Grids,Towards Network-Aware Divisible Load Theory for Optical Grids,Distributed Adaptive Load Balancing for P2P Grid Systems,An efficient decentralized Load Balancing Algorithm for grid,Topology and load aware - Grid scheduler for the computational grid environment,Novel architecture for effective load balancing and dynamic group scheduling in grid computing topology,ARiA: A Protocol for Dynamic Fully Distributed Grid Meta-scheduling,Fair scheduling approach for Load balancing and Fault tolerant in grid environment,A novel Load Balancing algorithm for computational Grid,An Efficient Load Balancing Mechanism with Cost Estimation on GridSim,A grid workload modeling approach for intelligent grid,Comparison of Price-Based Static and Dynamic Job Allocation Schemes for Grid Computing Systems,The Effect of Execution-Time/Delay Ratio on Stability of Load Balancing Control,Novel algorithms for load balancing using hybrid approach in distributed systems,Energy Aware Scheduling of HPC Tasks in Decentralised Cloud Systems,A Self-Organized Load-Balancing Algorithm for Overlay-Based Decentralized Service Networks,Performance Comparison of Decentralized Workload Control through Code Migration in Distributed Desktop Computing Grids,Load Balancing in Non-dedicated Grids Using Ant Colony Optimization,Requirement-Aware Scheduling of Bag-of-Tasks Applications on Grids with Dynamic Resilience,Performance-Driven Load Balancing with a Primary-Backup Approach for Computational Grids with Low Communication Cost and Replication Cost,Maximizing Service Reliability in Distributed Computing Systems with Random Node Failures: Theory and Implementation
Where is the data? Why you cannot debate CPU vs. GPU performance without the answer,"Chris Gregg, Kim Hazelwood, ",2011,68,Simulation of pulse propagation in nonlinear optical fibers using GPUs,Performance Models for CPU-GPU Data Transfers,A Distributed Data Mining Framework Accelerated with Graphics Processing Units,Data Partitioning on Heterogeneous Multicore and Multi-GPU Systems Using Functional Performance Models of Data-Parallel Applications,An Efficient Secure Storage Scheme Based on Information Fragmentation,An analytical model for estimating execution cost of 1D array expressions,An Efficient Stream Buffer Mechanism for Dataflow Execution on Heterogeneous Platforms with GPUs,Towards real-time applications in mobile web browsers,GPGPU for industrial control systems,Applicability of using internal GPGPUs in industrial control systems,Performance optimization for CPU-GPU heterogeneous parallel system,Reducing GPU offload latency via fine-grained CPU-GPU synchronization,VSR sort: A novel vectorised sorting algorithm &amp; architecture extensions for future microprocessors,Look before You Leap: Using the Right Hardware Resources to Accelerate Applications,Improving Performance of Dense Linear Algebra with Multi-core Architecture,Scalable parallel approach for dense linear algebra,Waste not… Efficient co-processing of relational data,Wideband Channelization for Software-Defined Radio via Mobile Graphics Processors,A Framework for Performance-Aware Composition of Applications for GPU-Based Systems,An Improved Abstract GPU Model with Data Transfer,GPU implementation of cross-correlation for image generation in real time,Architecture comparisons between Nvidia and ATI GPUs: Computation parallelism and data communications,Platform-independent analysis of function-level communication in workloads,A comparative analysis of microarchitecture effects on CPU and GPU memory system behavior,GPU Computing Pipeline Inefficiencies and Optimization Opportunities in Heterogeneous CPU-GPU Processors,Performance characterization prediction and optimization for heterogeneous systems with multi-level memory interference,Energy Efficient HPC on Embedded SoCs: Optimization Techniques for Mali GPU,BigKernel -- High Performance CPU-GPU Communication Pipelining for Big Data-Style Applications,Modeling and Predicting Performance of High Performance Computing Applications on Hardware Accelerators,Scaling Data-Intensive Applications on Heterogeneous Platforms with Accelerators
"CPU MISER: A Performance-Directed, Run-Time System for Power-Aware Clusters","Rong Ge, Xizhou Feng, Wu-chun Feng, Kirk W. Cameron, ",2007,68,Energy-Efficient Cluster Computing via Accurate Workload Characterization,Towards Energy Aware Scheduling for Precedence Constrained Parallel Tasks in a Cluster with DVFS,Power-aware scheduling of virtual machines in DVFS-enabled clusters,Energy-Optimization Scheduling of Task Dependent Graph on DVS-Enabled Cluster System,Power and Energy Footprint of OpenMP Programs Using OpenMP Runtime API,A software tool to efficiently manage the energy consumption of HPC clusters,Energy-efficient scheduling algorithm of task dependent graph on DVS-Unable cluster system,Designing Energy Efficient Communication Runtime Systems for Data Centric Programming Models,SLA-Aware Energy-Efficient Scheduling Scheme for Hadoop YARN,Polyhedral compilation for energy efficiency,Energy-Aware High Performance Computing: A Taxonomy Study,Effects of Dynamic Voltage and Frequency Scaling on a K20 GPU,Practical performance prediction under Dynamic Voltage Frequency Scaling,Optimal balance between energy and performance in hybrid computing applications,A Novel Power Management for CMP Systems in Data-Intensive Environment,I/O Aware Power Shifting,An Adaptive Core-Specific Runtime for Energy Efficiency,A Utility Based Power-Aware Autonomic Approach for Running Scientific Applications,Power Measurement and Concurrency Throttling for Energy Reduction in OpenMP Programs,Towards energy proportionality for large-scale latency-critical workloads,Federated data centers as smart city stabilizing factors,FastCap: An efficient and fair algorithm for power capping in many-core systems,An Energy Efficient Demand-Response Model for High Performance Computing Systems,Green Supercomputing Comes of Age,DVFS Governor for HPC: Higher Faster Greener,GreenLA: Green Linear Algebra Software for GPU-accelerated Heterogeneous Computing,An Energy-Efficient Java Virtual Machine,Using Dynamic Duty Cycle Modulation to Improve Energy Efficiency in High Performance Computing,MAR: A Novel Power Management for CMP Systems in Data-Intensive Environment,FoREST-mn: Runtime DVFS beyond communication slack
A Measurement-Based Model for Workload Dependence of CPU Errors,"Ravishankar K. Iyer, David J. Rossetti, ",1986,68,FOCUS: an experimental environment for fault sensitivity analysis,The effect of program behavior on fault observability,A methodology for the rapid injection of transient hardware errors,System dependability evaluation via a fault list generation algorithm,A gate-level simulation environment for alpha-particle-induced transient faults,Tolerance to multiple transient faults for aperiodic tasks in hard real-time systems,Simulated fault injection: a methodology to evaluate fault tolerant microprocessor architectures,Reliability of a load-sharing k-out-of-n:G system: non-iid components with arbitrary distributions,Xception: a technique for the experimental evaluation of dependability in modern computers,A reliability testing environment for off-the-shelf memory subsystems,Design and analysis of an integrated checkpointing and recovery scheme for distributed applications,Compiler-assisted multiple instruction word retry for VLIW architectures,Reliability Analysis of Load-Sharing Systems Subject to Dependent Degradation Processes and Random Shocks,Software upset analysis: A case study of the HS1602 microprocessor,Soft-error testing of COTS DRAM components,Modeling coordinated checkpointing for large-scale supercomputers,Evaluation of fault-tolerant systems with nonhomogeneous workloads,Program fault tolerance based on memory access behavior,A fast and accurate gate-level transient fault simulation environment,Device-level transient fault modeling,A model for the analysis of the fault injection process,Experimental evaluation of the fail-silent behaviour in programs with consistency checks,On-chip cache memory resilience,Fault behavior dictionary for simulation of device-level transients,Fast Timing Simulation Of Transient Faults In Digital Circuits,Transient fault behavior in a microprocessor-A case study,Three types of fault coverage in multi-state systems,FAMAS: FAult Modeling via Adaptive Simulation,Assessing the effects of communication faults on parallel applications,A fault-list generation algorithm for the evaluation of system coverage
On the energy efficiency of graphics processing units for scientific computing,"S. Huang, S. Xiao, W. Feng, ",2009,68
"Structural aspects of the System/360 Model 85, II: The cache","J. S. Liptay, ",1968,67,Speculative Versioning Cache,Sector cache design and performance,Directions for memory hierarchies and their components: Research and development,Elastic-Cache: GPU Cache Architecture for Efficient Fine- and Coarse-Grained Cache-Line Management,Runahead Cache Misses Using Bloom Filter,Partial Row Activation for Low-Power DRAM System,Near-Optimal Access Partitioning for Memory Hierarchies with Multiple Heterogeneous Bandwidth Sources,BoDNoC: Providing bandwidth-on-demand interconnection for multi-granularity memory systems,CLEAN-ECC: High reliability ECC for adaptive granularity memory system,Gather-Scatter DRAM: In-DRAM address translation to improve the spatial locality of non-unit strided accesses,IMP: Indirect memory prefetcher,Small cache lookaside table for fast DRAM cache access,Performance trade-offs for microprocessor cache memories,Write-Amount-Aware Management Policies for STT-RAM Caches,Functional implementation techniques for CPU cache memories,A Software-Managed Approach to Die-Stacked DRAM,Improving Cache Power and Performance Using Deterministic Naps and Early Miss Detection,Inexpensive Implementations Of Set-Associativity,Replacement techniques for improving performance in sub-block caches,MemZip: Exploring unconventional benefits from memory compression,Skinflint DRAM system: Minimizing DRAM chip writes for low power,Speculative versioning cache,MAGE: Adaptive Granularity and ECC for resilient and power efficient memory systems,Spatial Locality Speculation to Reduce Energy in Chip-Multiprocessor Networks-on-Chip,The dynamic granularity memory system,Supporting Very Large DRAM Caches with Compound-Access Scheduling and MissMap,Enabling Efficient and Scalable Hybrid Memories Using Fine-Granularity DRAM Cache Management,An optimized 3D-stacked memory architecture by exploiting excessive high-density TSV bandwidth,Application of Error-Correcting Codes in Computer Reliability Studies,Determination of Cache's Capacity and its Matching Storage Hierarchy
Dense linear algebra solvers for multicore with GPU accelerators,"Stanimire Tomov, Rajib Nath, Hatem Ltaief, Jack Dongarra, ",2010,67,Integrating Transactions into the Data-Driven Multi-threading Model Using the TFlux Platform,Fast implementation of sparse reconstruction for CS-based DoA estimation,Cholesky Factorization on Heterogeneous CPU and GPU Systems,Synthesizing Tiled Matrix Decomposition on FPGAs,Iterative SLE Solvers over a CPU-GPU Platform,An Effective Dynamic Scheduling Runtime and Tuning System for Heterogeneous Multi and Many-Core Desktop Platforms,GPU Acceleration on Embedded Devices. A Power Consumption Approach,Implementation and Analysis of Block Dense Matrix Decomposition on Network-on-Chips,MAGMA embedded: Towards a dense linear algebra library for energy efficient extreme computing,Multigrid CHOMP with Local Smoothing,Hybrid algorithms for list ranking and graph connected components,Sparse matrix-matrix multiplication on modern architectures,Efficient computation scheme of grating structure using RCWA and FDFD,Parallel Exact Inference on a CPU-GPGPU Heterogenous System,A Runtime Approach to Dynamic Resource Allocation for Sparse Direct Solvers,Towards Highly Efficient DGEMM on the Emerging SW26010 Many-Core Processor,Autotuning GPU Kernels via Static and Predictive Analysis,Measuring Energy and Power with PAPI,QR Factorization on a Multicore Node Enhanced with Multiple GPU Accelerators,Accelerating Large Scale Image Analyses on Parallel CPU-GPU Equipped Systems,Advancing Large Scale Many-Body QMC Simulations on GPU Accelerated Multicore Systems,Design and Implementation of the Linpack Benchmark for Single and Multi-node Systems Based on Intel® Xeon Phi Coprocessor,Hierarchical DAG Scheduling for Hybrid Distributed Systems,Mystic: Predictive Scheduling for GPU Based Cloud Servers Using Machine Learning,Communication-Avoiding Parallel Algorithms for Solving Triangular Systems of Linear Equations,Automatic Offloading C++ Expression Templates to CUDA Enabled GPUs,Parallel Circuit Simulation on Multi/Many-core Systems,Orthogonalization on a General Purpose Graphics Processing Unit with Double Double and Quad Double Arithmetic,Composing Multiple StarPU Applications over Heterogeneous Machines: A Supervised Approach,Hybrid Multi-elimination ILU Preconditioners on GPUs
Use of Steiner's problem in suboptimal routing in rectilinear metric,"J. Lee, N. Bose, F. Hwang, ",1976,67,Routing Techniques for Gate Array,A statistical mechanics approach to the directed Steiner problem on networks,An O(n log n) algorithm for suboptimal rectilinear Steiner trees,VNF deployment and routing for NFV-enabled multicast: A steiner tree-based approach,Hierarchical Steiner tree construction in uniform orientations,On the performance bounds for a class of rectilinear Steiner tree heuristics in arbitrary dimension,Rectilinear Steiner tree construction by local and global refinement,Closing the gap: near-optimal Steiner trees in polynomial time,A weighted Steiner tree-based global router with simultaneous length and density minimization,An edge-based heuristic for Steiner routing,New algorithms for the rectilinear Steiner tree problem,A general and flexible switchbox router: CARIOCA,Global routing based on Steiner min-max trees,Non-Hanan routing,Electromigration avoidance in analog circuits: two methodologies for current-driven routing,A suboptimal algorithm for rectilinear Steiner problem,Placement of Variable Size Circuits on LSI Masterslices,A New Approach to Multi-Layer PCB Routing with Short Vias,A multi-layer router utilizing over-cell areas,Single step current driven routing of multiterminal signal nets for analog applications,A global router for sea-of-gates circuits,RSR: a new rectilinear Steiner minimum tree approximation for FPGA placement and global routing,A linear-time heuristic for rectilinear Steiner trees,Toward a Steiner engine: enhanced serial and parallel implementations of the iterated 1-Steiner MRST algorithm,Recent developments in performance driven Steiner routing: an overview,Carioca-A 'smart' and flexible switch-box router,Constructing the optimal rectilinear Steiner tree derivable from a minimum spanning tree,Rectilinear Steiner tree construction by local and global refinement,A parallel Steiner heuristic for wirelength estimation of large net populations,A new generalized row-based global router
Neural networks for statistical recognition of continuous speech,"N. Morgan, H. A. Bourlard, ",1995,67,Efficient supervised learning with reduced training exemplars,Fuzzy neural network for phoneme sequence recognition,Noise-robust automatic speech recognition using a discriminative echo state network,Evaluation of wains as a classifier for automatic speech recognition,Interacting with computers by voice: automatic speech recognition and synthesis,Probabilistic Linear Discriminant Analysis for Acoustic Modeling,Convolutional Neural Networks for Distant Speech Recognition,Hybrid speech recognition system with discriminative training applied for Romanian language,Exemplar-Based Processing for Speech Recognition: An Overview,Automatic speech segmentation using neural tree networks,Combining neural networks and belief networks for image segmentation,Recognition of non-speech sounds using Mel-frequency cepstrum coefficients and dynamic time warping method,Isolated word recognition system using MLP neural network constructive training algorithm,Noise-Robust Automatic Speech Recognition Using a Predictive Echo State Network,Conditional Random Fields for Integrating Local Discriminative Classifiers,Acoustic Modeling With Hierarchical Reservoirs,A New Method for Identifying Electromagnetic Radiation Sources Using Backpropagation Neural Network,A soft voice activity detector based on a Laplacian-Gaussian model,The impact of speech recognition on speech synthesis,Combining belief networks and neural networks for scene segmentation,Pattern recognition using a family of design algorithms based upon the generalized probabilistic descent method,Parallel system design for time-delay neural networks,A review of speech-based bimodal recognition,The layer-wise method and the backpropagation hybrid approach to learning a feedforward neural network,Discriminative metric design for robust pattern recognition,Mixture of experts regression modeling by deterministic annealing,From HMM's to segment models: a unified view of stochastic modeling for speech recognition,A continuous density interpretation of discrete HMM systems and MMI-neural networks,Context-dependent modelling of deep neural network using logistic regression,Speed control of a DC motor using BP neural networks
Dynamic load distribution in the Borealis stream processor,"Y. Xing, S. Zdonik, J. -H. Hwang, ",2005,67,Evaluation of Parallel Window-Join Algorithms for Reduction of Processing Delay,Workload scheduling in distributed stream processors using graph partitioning,Smart distributed query execution over data streams,Edge-Computing-Aware Deployment of Stream Processing Tasks Based on Topology-External Information: Model Algorithms and a Storm-Based Prototype,Using Paralleled-PEs Method to Resolve the Bursting Data in Distributed Stream Processing System,DBalancer: A tool for dynamic changing of workers number in storm,StreamCloud: A Large Scale Data Streaming System,DRS: Dynamic Resource Scheduling for Real-Time Analytics over Fast Streams,Continuous query evaluation over distributed sensor networks,SQPR: Stream query planning with reuse,Accurate latency estimation in a distributed event processing system,Robust distributed stream processing,The power of both choices: Practical load balancing for distributed stream processing engines,When two choices are not enough: Balancing at scale in Distributed Stream Processing,Scalable and Adaptable Distributed Stream Processing,Impact of Network-Awareness on Profile Migration,Fast and Reliable Stream Processing over Wide Area Networks,Optimizing State-Intensive Non-Blocking Queries Using Run-time Adaptation,A Distributed Data Stream Management Model Based on Two-tier Overlay Network,Reducing MapReduce Abstraction Costs for Text-centric Applications,Task allocation for distributed stream processing,Architecture and Performance of a Scalable Telemetry Acquisition and Distribution Infrastructure,Distributed Evaluation of Spatio-temporal Rules in a Ubiquitous Computing Environment,RASC: Dynamic Rate Allocation for Distributed Stream Processing Applications,Accommodating bursts in distributed stream processing systems,Load balancing techniques for distributed stream processing applications in overlay environments,Partitioning Road Network Streams Based on Runtime Correlation Discovery,Configuring Trees of Classifiers in Distributed Multimedia Stream Mining Systems,A Distributed Approach for Optimizing Cascaded Classifier Topologies in Real-Time Stream Mining Systems,WhiteWater: Distributed Processing of Fast Streams
Measuring the Parallelism Available for Very Long Instruction Word Architectures,"A. Nicolau, J. A. Fisher, ",1984,67,Efficient instruction sequencing with inline target insertion,Run-time disambiguation: coping with statically unpredictable dependencies,Instruction window size trade-offs and characterization of program parallelism,The nonuniform distribution of instruction-level and machine parallelism and its effect on performance,A development environment for horizontal microcode,A compiled-code hardware accelerator for circuit simulation,Estimating implementation bounds for real time DSP application specific circuits,Automatic program parallelization,Saving power in the control path of embedded processors,Loop-level parallelism in numeric and symbolic programs,Modeled and measured instruction fetching performance for superscalar microprocessors,An empirical study of Fortran programs for parallelizing compilers,An architecture-independent workload characterization model for parallel computer architectures,Fred: an architecture for a self-timed decoupled computer,Low power architecture design and compilation techniques for high-performance processors,The impact of a realistic cache structure on a statically scheduled architecture,The performance potential of fine-grain and coarse-grain parallel architectures,Extending list scheduling to consider execution frequency,A global code scheduling technique using guarded PDG,Concurrency characteristics in DSP programs,Exploitation of operation-level parallelism in a processor of the CRAY X-MP,STRAIGHT: Realizing a Lightweight Large Instruction Window by Using Eventually Consistent Distributed Registers,Understanding parallelism-inhibiting dependences in sequential Java programs,Cool-Fetch: a compiler-enabled IPC estimation based framework for energy reduction,Analyzing the individual/combined effects of speculative and guarded execution on a superscalar architecture,Limits of Control Flow on Parallelism,The Expandable Split Window Paradigm for Exploiting Fine-grain Parallelism,Dynamic Dependency Analysis of Ordinary Programs,Dataflow: A Complement to Superscalar,The effects of predicated execution on architectures supporting dynamic speculation
Complete System Power Estimation Using Processor Performance Events,"William Lloyd Bircher, Lizy K. John, ",2012,67
ESp: Placement by simulated evolution,"R. M. Kling, P. Banerjee, ",1989,66,Adaptive scheduling of computations and communications on distributed memory systems,Optimization-based placement algorithm for BiCMOS leaf cell generation,Circuit placement on arbitrarily shaped regions using the self-organization principle,On the intrinsic Rent parameter and spectra-based partitioning methodologies,Iterative placement improvement by network flow methods,A row-based cell placement method that utilizes circuit structural properties,Analysis of convergence properties of a stochastic evolution algorithm,DVLASIC: catastrophic fault yield simulation in a distributed processing environment,Pin assignment with global routing for VLSI building block layout,A performance and routability-driven router for FPGAs considering path delays,Combinatorial optimization by stochastic evolution,Empirical and theoretical studies of the simulated evolution method applied to standard cell placement,Promises and challenges of evolvable hardware,Mapping and hierarchical self-organizing neural networks for VLSI placement,LAKE: a performance-driven analog CMOS cell layout generator,An evolution-based technique for local microcode compaction,A timing-driven global routing algorithm with pin assignment block reshaping and positioning for building block layout,Fuzzy simulated evolution algorithm for multi-objective optimization of VLSI placement,Fuzzy biasless simulated evolution for multiobjective VLSI placement,Performance and low power driven VLSI standard cell placement using tabu search,A Simulated Evolution-Tabu search hybrid metaheuristic for routing in computer networks,Optimization by simulated evolution with applications to standard cell placement,Stochastic evolution: a fast effective heuristic for some generic layout problems,A Performance and Routability Driven Router for FPGAs Considering Path Delays,A cell placement procedure that utilizes circuit structural properties,ML-Germinal: A new heuristic standard cell placement algorithm,An integrated approach to pin assignment and global routing for VLSI building-block layout,Computational intelligence techniques for placement of wind turbines: A brief plan of research in Saudi Arabian perspective,Fuzzy aggregating functions for multiobjective VLSI placement,Convergence analyses of simulated evolution algorithms
Maintaining sliding window skylines on data streams,"Yufei Tao, Dimitris Papadias, ",2006,66
