title,first-author,year,citation
Extreme Learning Machine for Multilayer Perceptron,"Jiexiong Tang, Chenwei Deng, Guang-Bin Huang, Jiexiong Tang, Chenwei Deng, Guang-Bin Huang, ",2016,105,Chinese vehicle license plate recognition using kernel-based extreme learning machine with deep convolutional features,Three-dimensional temperature distribution reconstruction using the extreme learning machine,Mobile Social Networking Under Side-Channel Attacks: Practical Security Challenges,Experimental Study on Extreme Learning Machine Applications for Speech Enhancement,Adaptive neural network tracking for a class of Markov jump stochastic nonlinear systems based on Extreme Learning Machine,Microscopic Blood Smear Segmentation and Classification Using Deep Contour Aware CNN and Extreme Machine Learning,Randomized algorithms for feedforward neural networks,An Improved Extreme Learning Machine with Parallelized Feature Mapping Structures,Deterministic learning machine for face recognition with multi-model feature extraction,Prediction of authorship using various classification algorithms,Text classification using KM-ELM classifier,Broad learning system: Feature extraction based on K-means clustering algorithm,Multi layer multi objective extreme learning machine,Stable and improved generative adversarial nets (GANS): A constructive survey,Deep stochastic weight assignment network of Chinese chess machine game,ELM Meets RAE-ELM: A hybrid intelligent model for multiple fault diagnosis and remaining useful life predication of rotating machinery,Deep Random Vector Functional Link Network for handwritten character recognition,Deep graph node kernels: A convex approach,Signal detection of MIMO-OFDM system based on auto encoder and extreme learning machine,Multi-layer neural networks for quality of service oriented server-state classification in cloud servers,Semi-supervised convolutional extreme learning machine,Piecewise multi-linear fuzzy extreme learning machine for the implementation of intelligent agents,Robust Visual Tracking via Weighted Extreme Learning Machine,ADHD subgroup discrimination with global connectivity features using hierarchical extreme learning machine: Resting-state FMRI study,An intelligent distance estimation algorithm based on attenuation property of acoustic signal for excavation devices localization,Optimization of Stacked Unsupervised Extreme Learning Machine to improve classifier performance,Fast and Accurate Spatiotemporal Fusion Based Upon Extreme Learning Machine,A Fingerprint Method for Indoor Localization Using Autoencoder Based Deep Extreme Learning Machine,Advanced Spectral Classifiers for Hyperspectral Images: A review,Broad learning system: Structural extensions on single-layer and multi-layer neural networks
An empirical evaluation of deep architectures on problems with many factors of variation,"Hugo Larochelle, Dumitru Erhan, Aaron Courville, James Bergstra, Yoshua Bengio, Hugo Larochelle, Dumitru Erhan, Aaron Courville, James Bergstra, Yoshua Bengio, ",2007,103
PCANet: A Simple Deep Learning Baseline for Image Classification?,"Tsung-Han Chan, Kui Jia, Shenghua Gao, Jiwen Lu, Zinan Zeng, Yi Ma, Tsung-Han Chan, Kui Jia, Shenghua Gao, Jiwen Lu, Zinan Zeng, Yi Ma, ",2015,101,Adaptive Weberfaces for occlusion-robust face representation and recognition,Image noise types recognition using convolutional neural network with principal components analysis,Deep Dictionary Learning,Multilinear Principal Component Analysis Network for Tensor Object Classification,Single Image Super-Resolution Based on Deep Learning Features and Dictionary Model,Directional Illumination Estimation Sets and Multilevel Matching Metric for Illumination-Robust Face Recognition,Automated human physical function measurement using constrained high dispersal network with SVM-linear,Facial expression recognition based on LLENet,A deep tongue image features analysis model for medical application,Transfer Learning for Face Identification with Deep Face Model,Fish recognition from low-resolution underwater images,A fast algorithm based on human visual system for abnormal event detection,CIFAR-10: KNN-Based Ensemble of Classifiers,Oriented Response Networks,Video-Based Person Re-identification by Deep Feature Guided Pooling,Histopathological image classification using random binary hashing based PCANet and bilinear classifier,Supervised Feature Learning Network Based on the Improved LLE for face recognition,Pedestrian detection via PCA filters based convolutional channel features,Multi-fold Gabor filter convolution descriptor for face recognition,Facial attractiveness prediction using psychologically inspired convolutional neural network (PI-CNN),A pre-training strategy for convolutional neural network applied to Chinese digital gesture recognition,A Spatiotemporal Oriented Energy Network for Dynamic Texture Recognition,SVDNet for Pedestrian Retrieval,Makeup-Go: Blind Reversion of Portrait Edit,Compact Feature Representation for Image Classification Using ELMs,Rotation Invariant Local Binary Convolution Neural Networks,A novel network model based ICA filter for face recognition,PCA-Initialized Deep Neural Networks Applied to Document Image Analysis,Subspace-Based Convolutional Network for Handwritten Character Recognition,Arabic sign language fingerspelling recognition from depth and intensity images
Towards Scaling Up Classification-Based Speech Separation,"Yuxuan Wang, DeLiang Wang, Yuxuan Wang, DeLiang Wang, ",2013,99,Deep neural network-based linear predictive parameter estimations for speech enhancement,Experimental Study on Extreme Learning Machine Applications for Speech Enhancement,LSTM-based iterative mask estimation and post-processing for multi-channel speech enhancement,Classification-based close talk speech enhancement,A dual microphone speech enhancement method with a smoothing parameter mask,Global variance equalization for improving deep neural network based speech enhancement,A unified speaker-dependent speech separation and enhancement system based on deep neural networks,Difficulty understanding speech in noise by the hearing impaired: Underlying causes and technological solutions,Joint noise and mask aware training for DNN-based speech enhancement with SUB-band features,Multiple-target deep learning for LSTM-RNN based speech enhancement,Neural networks for supervised pitch tracking in noise,Deep learning for monaural speech separation,Robust speaker identification in noisy and reverberant conditions,Deep stacking networks with time series for speech separation,Mask-based enhancement for very low quality speech,A two-stage approach for improving the perceptual quality of separated speech,Exploring multi-channel features for denoising-autoencoder-based speech enhancement,Generalized Wiener filtering with fractional power spectrograms,Spectral mask estimation using deep neural networks for inter-sensor data ratio model based robust DOA estimation,Combining sparse NMF with deep neural network: A new classification-based approach for speech enhancement,Fast DNN training based on auxiliary function technique,Deep neural networks for estimating speech model activations,PROJET — Spatial audio separation using projections,Phoneme-specific speech separation,Robust speech recognition from ratio masks,A generative-discriminative hybrid approach to multi-channel noise reduction for robust automatic speech recognition,Classification of bisyllabic lexical stress patterns in disordered speech using deep learning,Speech enhancement based on neural networks applied to cochlear implant coding strategies,Complex NMF with the generalized Kullback-Leibler divergence,Recurrent deep stacking networks for supervised speech separation
An improved deep learning architecture for person re-identification,"Ejaz Ahmed, Michael Jones, Tim K. Marks, Ejaz Ahmed, Michael Jones, Tim K. Marks, ",2015,99,Person Re-Identification by Optimally Organizing Multiple Similarity Measures,Unsupervised data association for metric learning in the context of multi-shot person re-identification,Bidirectional sparse representations for multi-shot person re-identification,Multi-Region bilinear convolutional neural networks for person re-identification,Learning Feature Representation for Face Verification,Attributes co-occurrence pattern mining for video-based person re-identification,Deep spatial pyramid for person re-identification,Triplet CNN and pedestrian attribute recognition for improved person re-identification,Toward facial re-identification: Experiments with data from an operational surveillance camera plant,Learning face similarity for re-identification from real surveillance video: A deep metric solution,Deep person re-identification with improved embedding and efficient training,Recurrent Attention Models for Depth-Based Person Identification,Learning a Discriminative Null Space for Person Re-identification,Learning Deep Feature Representations with Domain Guided Dropout for Person Re-identification,Sample-Specific SVM Learning for Person Re-identification,Joint Learning of Single-Image and Cross-Image Representations for Person Re-identification,Unsupervised Cross-Dataset Transfer Learning for Person Re-identification,Person Re-identification by Multi-Channel Parts-Based CNN with Improved Triplet Loss Function,Top-Push Video-Based Person Re-identification,Improving Person Re-identification via Pose-Aware Multi-shot Matching,Hierarchical Gaussian Descriptor for Person Re-identification,Deep Relative Distance Learning: Tell the Difference between Similar Vehicles,Spindle Net: Person Re-identification with Human Body Region Guided Feature Decomposition and Fusion,Beyond Triplet Loss: A Deep Quadruplet Network for Person Re-identification,Unsupervised Adaptive Re-identification in Open World Dynamic Camera Networks,One-Shot Metric Learning for Person Re-identification,Person Re-identification in the Wild,Scalable Person Re-identification on Supervised Smoothed Manifold,Joint Detection and Identification Feature Learning for Person Search,Consistent-Aware Deep Learning for Person Re-identification in a Camera Network
Optimal Buffer Management Policies for Delay Tolerant Networks,"Amir Krifa, Chadi Barakat, Thrasyvoulos Spyropoulos, Amir Krifa, Chadi Barakat, Thrasyvoulos Spyropoulos, ",2008,97,Optimal control for epidemic routing of two files with different priorities in Delay Tolerant Networks,A Queuing Mechanism to Alleviate Flooding Attacks in Probabilistic Delay Tolerant Networks,Replication schemes for opportunistic networks with impatient users,Optimal buffer management for relay nodes in integrated wireless sensor and vehicular networks,Optimal two-hop routing in delay-tolerant networks,Adaptive Optimal Buffer Management Policies for Realistic DTN,An Epidemic P2P Content Search Mechanism for Intermittently Connected Mobile Ad Hoc Networks,Opportunistic Geocast in Disruption-Tolerant Networks,A Buffer Management Scheme Based on Message Transmission Status in Delay Tolerant Networks,Performance of Distributed Algorithms in DTNs: Towards an Analytical Framework for Heterogeneous Mobility,Group aware cooperative routing for opportunistic networks under resource constraints,Hierarchical cooperative caching in mobile opportunistic social networks,A fundamental traffic management strategy for mobile opportunistic network,Cooperative Content Dissemination in Intermittently Connected Networks,Message Delivery Capacity in Delay-Constrained Mobile Wireless Networks: Bounds and Realization,A joint replication-migration-based routing in delay tolerant networks,DSVM: A buffer management strategy for video transmission in opportunistic networks,Optimal buffer management policies in DTNs: A POMDP approach,Relay placement for latency minimization in delay tolerant networks,A Buffer Management Strategy Based on Power-Law Distributed Contacts in Delay Tolerant Networks,Video sharing on OSNs using a distributed algorithm,A new packet dropping policy in delay tolerant network,A novel packet dropping policy for Vehicular Ad-Hoc Networks,A DTN congestion avoidance strategy based on path avoidance,Buffer scheduling policy in DTN routing protocols,State-of-the-Art of Transmission Protocols for Deep Space Communication Networks,Scheduling and dropping policies for probabilistic routing in Delay Tolerant Networks,A Buffer Management Strategy on Spray and Wait Routing Protocol in DTNs,Routing and Buffering Strategies in Delay-Tolerant Networks: Survey and Evaluation,MoM - a real time monitoring and management tool to improve the performance of Vehicular Delay Tolerant Networks
Learning from mistakes: a comprehensive study on real world concurrency bug characteristics,"Shan Lu, Soyeon Park, Eunsoo Seo, Yuanyuan Zhou, Shan Lu, Soyeon Park, Eunsoo Seo, Yuanyuan Zhou, ",2008,92,Characterizing and taming non-deterministic bugs in Javascript applications,UNDEAD: Detecting and preventing deadlocks in production software,A comprehensive study on real world concurrency bugs in Node.js,Understanding and overcoming parallelism bottlenecks in ForkJoin applications,Experience Report: Fault Triggers in Linux Operating System: from Evolution Perspective,Understanding the Impacts of Influencing Factors on Time to a DataRace Software Failure,Bug Characteristics in Blockchain Systems: A Large-Scale Empirical Study,Making User-Level VMM for Deterministic Parallelism Nonblocking and Efficient,Automated Testing of Definition-Use Data Flow for Multithreaded Programs,An Empirical Investigation of Fault Triggers in Android Operating System,Coverage-Driven Test Code Generation for Concurrent Classes,Fixing Deadlocks via Lock Pre-Acquisitions,Towards Using Concurrent Java API Correctly,RRF: A Race Reproduction Framework for Use in Debugging Process-Level Races,The ForeC Synchronous Deterministic Parallel Programming Language for Multicores,HistLock: Efficient and Sound Hybrid Detection of Hidden Predictive Data Races with Functional Contexts,Managing Data Center Tickets: Prediction and Active Sizing,Statically Detect Data Races for WS-BPEL Web Services by Constraint Solver,Production-Run Software Failure Diagnosis via Adaptive Communication Tracking,Detecting Anomalies in Concurrent Programs Based on Dynamic Control Flow Changes,SDA-CLOUD: A Multi-VM Architecture for Adaptive Dynamic Data Race Detection,Testing Concurrent Software Systems,Predicting Testability of Concurrent Programs,Using Diversity to Harden Multithreaded Programs Against Exploitation,A Large Scale Study of Multiple Programming Languages and Code Quality,Visualizing Event Synchronization of ARINC 653 Applications for Debugging Race Conditions,Dynamic Testing for Deadlocks via Constraints,A Lightweight System for Detecting and Tolerating Concurrency Bugs,AtomChase: Directed search towards atomicity violations,JaConTeBe: A Benchmark Suite of Real-World Java Concurrency Bugs (T)
Deep Hierarchies in the Primate Visual Cortex: What Can We Learn for Computer Vision?,"Norbert Kruger, Peter Janssen, Sinan Kalkan, Markus Lappe, Ales Leonardis, Justus Piater, Antonio J. Rodriguez-Sanchez, Laurenz Wiskott, Norbert Kruger, Peter Janssen, Sinan Kalkan, Markus Lappe, Ales Leonardis, Justus Piater, Antonio J. Rodriguez-Sanchez, Laurenz Wiskott, ",2013,92
Big Data Deep Learning: Challenges and Perspectives,"Xue-Wen Chen, Xiaotong Lin, Xue-Wen Chen, Xiaotong Lin, ",2014,91
"Deep, Big, Simple Neural Nets for Handwritten Digit Recognition","Dan Claudiu Cireşan, Ueli Meier, Luca Maria Gambardella, J&uuml;rgen Schmidhuber, Dan Claudiu Cireşan, Ueli Meier, Luca Maria Gambardella, J&uuml;rgen Schmidhuber, ",2010,90,A Physics-Based Deep Learning Approach to Shadow Invariant Representations of Hyperspectral Images,Supervised semi-autoencoder learning for multi-layered neural networks,CATERPILLAR: Coarse Grain Reconfigurable Architecture for accelerating the training of Deep Neural Networks,Time series prediction of stock price using deep belief networks with intrinsic plasticity,On the usage of smart devices to augment the user interaction with multimedia applications,State initialization for recurrent neural network modeling of time-series data,Symbolic manipulation based on deep neural networks and its application to axiom discovery,Multi-layer neural networks for quality of service oriented server-state classification in cloud servers,Single-cell based random neural network for deep learning,Feature extraction with convolutional neural networks for aerial image retrieval,Image augmentation by blocky artifact in Deep Convolutional Neural Network for handwritten digit recognition,Deep Representation-Based Feature Extraction and Recovering for Finger-Vein Verification,A novel remote sensing image change detection algorithm based on self-organizing feature map neural network model,Deep learning-based classification of massive electrocardiography data,Learning Deep Sharable and Structural Detectors for Face Alignment,Clustered class-dependant training method for digit recognition classifiers,Understanding Data Augmentation for Classification: When to Warp?,DisturbLabel: Regularizing CNN on the Loss Layer,Complex convolution Kernel for deep networks,Analysis of error landscapes in multi-layered neural networks for classification,Conversion of artificial recurrent neural networks to spiking neural networks for low-power neuromorphic hardware,Deep Random Vector Functional Link Network for handwritten character recognition,Deep learning with random neural networks,On the energy benefits of spiking deep neural networks: A case study,A direct fingerprint minutiae extraction approach based on convolutional neural networks,Minerva: Enabling Low-Power Highly-Accurate Deep Neural Network Accelerators,Face segmentation in thumbnail images by data-adaptive convolutional segmentation networks,Deep learning architectures for tattoo detection and de-identification,Learning Cascaded Deep Auto-Encoder Networks for Face Alignment,Real-Time Motor Fault Detection by 1-D Convolutional Neural Networks
Object Detection in Optical Remote Sensing Images Based on Weakly Supervised Learning and High-Level Feature Learning,"Junwei Han, Dingwen Zhang, Gong Cheng, Lei Guo, Jinchang Ren, Junwei Han, Dingwen Zhang, Gong Cheng, Lei Guo, Jinchang Ren, ",2015,90,Negative Bootstrapping for Weakly Supervised Target Detection in Remote Sensing Images,Object detection in remote sensing images based on one-class classification,Co-saliency detection via looking deep and wide,Learning Category-Specific 3D Shape Models from Weakly Labeled 2D Images,Object detection in VHR optical remote sensing images via learning rotation-invariant HOG feature,A simple haze removal algorithm to remove haze from videos,A Self-Paced Multiple-Instance Learning Framework for Co-Saliency Detection,Neurally augmented object identification scheme for hyperspectral images,Tensor non-local low-rank regularization for recovering compressed hyperspectral images,Memory-based object detection in surveillance scenes,Scene classification of high resolution remote sensing images using convolutional neural networks,Robust geospatial object detection based on pre-trained faster R-CNN framework for high spatial resolution imagery,Covariance descriptor based convolution neural network for saliency computation in low contrast images,Localize car door handles with image segmentation and saliency detection,Remote Sensing Image Scene Classification: Benchmark and State of the Art,Social Media: New Perspectives to Improve Remote Sensing for Emergency Response,Spatial Event Forecasting in Social Media With Geographically Hierarchical Regularization,On Combining Social Media and Spatial Technology for POI Cognition and Image Localization,Web-Based Supervised Thematic Mapping,Class-Oriented Spectral Partitioning for Remotely Sensed Hyperspectral Image Classification,Fusing Local and Global Features for High-Resolution Scene Classification,Hybrid Preprocessing Algorithm for Endmember Extraction Using Clustering Over-Segmentation and Local Entropy Criterion,Toward Fast and Accurate Vehicle Detection in Aerial Images Using Coupled Region-Based Convolutional Neural Networks,Semisupervised Multiview Feature Selection for VHR Remote Sensing Images With Label Learning and Automatic View Generation,A Novel Technique Based on Deep Learning and a Synthetic Target Database for Classification of Urban Areas in PolSAR Data,Ship Rotated Bounding Box Space for Ship Extraction From High-Resolution Optical Satellite Images With Complex Backgrounds,Deep Convolutional Activations-Based Features for Ground-Based Cloud Classification,Affine Invariant Description and Large-Margin Dimensionality Reduction for Target Detection in Optical Remote Sensing Images,Airport Detection Based on a Multiscale Fusion Feature for Optical Remote Sensing Images,Remote Sensing Image Scene Classification Using Bag of Convolutional Features
Classification using discriminative restricted Boltzmann machines,"Hugo Larochelle, Yoshua Bengio, Hugo Larochelle, Yoshua Bengio, ",2008,89,Voice activity detection using discriminative restricted Boltzmann machines,Semisupervised Autoencoders for Speech Emotion Recognition,Discriminative Feature Learning for Unsupervised Change Detection in Heterogeneous Images Based on a Coupled Neural Network,Action-Affect-Gender Classification Using Multi-task Representation Learning,Adiabatic Persistent Contrastive Divergence learning,Class representative autoencoder for low resolution multi-spectral gender classification,Discrimination of RF Harmonics Using Classification Restricted Boltzmann Machine,Conditional High-Order Boltzmann Machines for Supervised Relation Learning,Heterogeneous Cross-Company Effort Estimation through Transfer Learning,Photo Aesthetics Analysis via DCNN Feature Encoding,Fisher kernels match deep models,Change detection by deep neural networks for synthetic aperture radar images,Towards an spiking deep belief network for face recognition application,Facial Attributes Classification Using Multi-task Representation Learning,Deep Dictionary Learning,Semi-supervised Stacked Label Consistent Autoencoder for Reconstruction and Analysis of Biomedical Signals,Sparsely connected autoencoder,Training restricted Boltzmann Machine with dynamic learning rate,Graph Regularized Auto-Encoders for Image Representation,A Deep Learning Scheme for Motor Imagery Classification based on Restricted Boltzmann Machines,Semi-Supervised Autoencoder: A Joint Approach of Representation and Classification,Demand forecasting at low aggregation levels using Factored Conditional Restricted Boltzmann Machine,Joint visual denoising and classification using deep learning,Accent classification with phonetic vowel representation,Dimension Reduction With Extreme Learning Machine,Mapping Generative Models onto a Network of Digital Spiking Neurons,Detecting Facial Retouching Using Supervised Deep Learning,Intrusion detection using deep belief networks,Reconstructing Missing Areas in Facial Images,Regularized Deep Belief Network for Image Attribute Detection
Vehicle Detection in Satellite Images by Hybrid Deep Convolutional Neural Networks,"Xueyun Chen, Shiming Xiang, Cheng-Lin Liu, Chun-Hong Pan, Xueyun Chen, Shiming Xiang, Cheng-Lin Liu, Chun-Hong Pan, ",2014,89,Fast Deep Neural Networks With Knowledge Guided Training and Predicted Regions of Interests for Real-Time Video Object Detection,Object identification for inventory management using convolutional neural network,Deep Learning with MCA-based Instance Selection and Bootstrapping for Imbalanced Data Classification,Dense Semantic Labeling of Very-High-Resolution Aerial Imagery and LiDAR with Fully-Convolutional Neural Networks and Higher-Order CRFs,Efficient vehicle detection and orientation estimation by confusing subsets categorization,Aerial Car Detection and Urban Understanding,Vehicle recognition and its trajectory registration on the image sequence using deep convolutional neural network,Real-time big data analytics for multimedia transmission and storage,Object detection in pleiades images using deep features,Deep convolutional neural network based large-scale oil palm tree detection for high-resolution remote sensing images,Fast multidirectional vehicle detection on aerial images using region based convolutional neural networks,Multicore implementation of the multi-scale adaptive deep pyramid matching model for remotely sensed image classification,Efficient object proposals extraction for target detection in VHR remote sensing images,Detecting multiple changes from multi-temporal images by using stacked denosing autoencoder based change vector analysis,Hyperspectral image analysis using deep learning — A review,Car parking occupancy detection using smart camera networks and Deep Learning,Multimodal Classification of Remote Sensing Images: A Review and Future Directions,Real-Time Parking Occupancy Detection for Gas Stations Based on Haar-AdaBoosting and CNN,Occluded Object Detection in High-Resolution Remote Sensing Images Using Partial Configuration Object Model,Object-Based Convolutional Neural Network for High-Resolution Imagery Classification,Toward Fast and Accurate Vehicle Detection in Aerial Images Using Coupled Region-Based Convolutional Neural Networks,Surface Water Mapping by Deep Learning,A Novel Technique Based on Deep Learning and a Synthetic Target Database for Classification of Urban Areas in PolSAR Data,Fast Multiclass Vehicle Detection on Aerial Images,Multiview Deep Learning for Land-Use Classification,Convolutional Neural Network With Data Augmentation for SAR Target Recognition,Polarimetric SAR Image Classification Using Deep Convolutional Neural Networks,Building Regional Covariance Descriptors for Vehicle Detection,Feature Extraction by Rotation-Invariant Matrix Representation for Object Detection in Aerial Image,Affine Invariant Description and Large-Margin Dimensionality Reduction for Target Detection in Optical Remote Sensing Images
Hierarchical Convolutional Features for Visual Tracking,"Chao Ma, Jia-Bin Huang, Xiaokang Yang, Ming-Hsuan Yang, Chao Ma, Jia-Bin Huang, Xiaokang Yang, Ming-Hsuan Yang, ",2015,88,A Robust and Secure Video Steganography Method in DWT-DCT Domains Based on Multiple Object Tracking and ECC,Fast Correlation Tracking Using Low-Dimensional Scale Filter and Local Search Strategy,Correlation-Filter Based Scale-Adaptive Visual Tracking With Hybrid-Scheme Sample Learning,Vision-Based Real-Time Aerial Object Localization and Tracking for UAV Sensing System,Cascaded Regional Spatio-Temporal Feature-Routing Networks for Video Object Detection,Fast Fourier Transform Networks for Object Tracking Based on Correlation Filter,Corrected Continuous Correlation Filter for Long-Term Tracking,PGT: Proposal-guided object tracking,Robust visual tracking via occlusion detection based on staple algorithm,Surgical instruments tracking based on deep learning with lines detection and spatio-temporal context,Object tracking with convolutional neural networks and kernelized correlation filters,Remote sensing image categorization with domain adaptation-based convolution neural network,Deep object tracking with multi-modal data,Bootstrapping Labelled Dataset Construction for Cow Tracking and Behavior Analysis,STCT: Sequentially Training Convolutional Networks for Visual Tracking,Adaptive Decontamination of the Training Set: A Unified Formulation for Discriminative Visual Tracking,Recurrently Target-Attending Tracking,Video Segmentation via Object Flow,Object Tracking via Dual Linear Structured SVM and Explicit Feature Map,Hedged Deep Tracking,Template Matching with Deformable Diversity Similarity,Context-Aware Correlation Filter Tracking,FusionSeg: Learning to Combine Motion and Appearance for Fully Automatic Segmentation of Generic Objects in Videos,Large Margin Object Tracking with Circulant Feature Maps,Multi-task Correlation Particle Filter for Robust Object Tracking,Attentional Correlation Filter Network for Adaptive Visual Tracking,Discriminative Correlation Filter with Channel and Spatial Reliability,End-to-End Representation Learning for Correlation Filter Based Tracking,Robust Visual Tracking Using Oblique Random Forests,BranchOut: Regularization for Online Ensemble Tracking with Convolutional Neural Networks
Convolutional Neural Network Committees for Handwritten Character Classification,"Dan Claudiu Ciresan, Ueli Meier, Luca Maria Gambardella, Jurgen Schmidhuber, Dan Claudiu Ciresan, Ueli Meier, Luca Maria Gambardella, Jurgen Schmidhuber, ",2011,85,Vehicle Detection in Satellite Images by Parallel Deep Convolutional Neural Networks,Beyond human recognition: A CNN-based framework for handwritten character recognition,Architectures and algorithms for user customization of CNNs,Real-time object recognition and orientation estimation using an event-based camera and CNN,Soft sensor modeling of mill level based on convolutional neural network,Physical security assessment with convolutional neural network transfer learning,Multi-column deep neural networks for image classification,Does diversity improve deep learning?,Offline and online deep learning for image recognition,A comparison between hybrid models for classifying Bangla isolated basic characters,Evil method: A deep CNN model for Bangla handwritten numeral classification,Tandem HMM with convolutional neural network for handwritten word recognition,Feature Extraction with Convolutional Neural Networks for Handwritten Word Recognition,Multi-font printed Chinese character recognition using multi-pooling convolutional neural network,Reconstruction combined training for convolutional neural networks on character recognition,Writer adaptive feature extraction based on convolutional neural networks for online handwritten Chinese character recognition,High performance offline handwritten Chinese character recognition using GoogLeNet and directional feature maps,Classification of Graphomotor Impressions Using Convolutional Neural Networks: An Application to Automated Neuro-Psychological Screening Tests,A Neural Network Based Distance Function for the k-Nearest Neighbor Classifier,Deep Knowledge Training and Heterogeneous CNN for Handwritten Chinese Text Recognition,Cascading Training for Relaxation CNN on Handwritten Character Recognition,A Further Step to Perfect Accuracy by Training CNN with Larger Data,FIRMLP for Handwritten Digit Recognition,Malayalam handwritten character recognition using convolutional neural network,A fast learning algorithm for image segmentation with max-pooling convolutional networks,An efficient character recognition scheme based on k-means clustering,Recognition of Handwritten Characters in Chinese Legal Amounts by Stacked Autoencoders,Evolutionary optimization-based training of convolutional neural networks for OCR applications,Gearbox fault classification using S-transform and convolutional neural network,HNNP - A Hybrid Neural Network Plait for Improving Image Classification with Additional Side Information
Guest Editorial Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,"Hayit Greenspan, Bram van Ginneken, Ronald M. Summers, Hayit Greenspan, Bram van Ginneken, Ronald M. Summers, ",2016,84,Deep convolutional neural networks for automatic segmentation of left ventricle cavity from cardiac magnetic resonance images,A Perspective on Deep Imaging,Deep Learning Applications in Medical Image Analysis,Cardiac left ventricular volumes prediction method based on atlas location and deep learning,Improving the generalization of disease stage classification with deep CNN for Glioma histopathological images,Recovering loss to followup information using denoising autoencoders,The Effect of Mammogram Preprocessing on Microcalcification Detection with Convolutional Neural Networks,Convolutional neural networks based transfer learning for diabetic retinopathy fundus image classification,Modality-bridge transfer learning for medical image classification,Improving Interpretability of Deep Neural Networks with Semantic Information,ChestX-Ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,Fine-Tuning Convolutional Neural Networks for Biomedical Image Analysis: Actively and Incrementally,Texton and sparse representation based texture classification of lung parenchyma in CT images,Iterative deep convolutional encoder-decoder network for medical image segmentation,How much data should we collect? A case study in sepsis detection using deep learning,Microvasculature segmentation of arterioles using deep CNN,Segmentation of dermoscopy images based on fully convolutional neural network,From neonatal to adult brain MR image segmentation in a few seconds using 3D-like fully convolutional network and transfer learning,Disaster training and response based on digital signage and augmented reality technologies,Self supervised deep representation learning for fine-grained body part recognition,Deep Learning for Health Informatics,Multisource Transfer Learning With Convolutional Neural Networks for Lung Pattern Analysis,DeepPap: Deep Convolutional Networks for Cervical Cell Classification,Social Media: New Perspectives to Improve Remote Sensing for Emergency Response,Context-Aware Platform for Disaster Training and Response,Investigation of transfer learning on pulmonary nodule characteristics,Multilevel Contextual 3-D CNNs for False Positive Reduction in Pulmonary Nodule Detection,DeepCloud: Ground-Based Cloud Image Categorization Using Deep Convolutional Features,Automated Melanoma Recognition in Dermoscopy Images via Very Deep Residual Networks,Vision-Based Surgical Field Defogging
Saliency detection by multi-context deep learning,"Rui Zhao, Wanli Ouyang, Hongsheng Li, Xiaogang Wang, Rui Zhao, Wanli Ouyang, Hongsheng Li, Xiaogang Wang, ",2015,83,Salient Region-Based Least-Squares Log-Density Gradient Clustering for Image-To-Video Person Re-Identification,Multi-scale salient object detection with pyramid spatial pooling,Two-stream recurrent convolutional neural networks for video saliency estimation,A saliency detection model combined local and global features,Bi-subspace saliency detection,Recurrent Attentional Networks for Saliency Detection,Visual Tracking Using Attention-Modulated Disintegration and Integration,Backtracking ScSPM Image Classifier for Weakly Supervised Top-Down Saliency,Deep Contrast Learning for Salient Object Detection,Exemplar-Driven Top-Down Saliency Detection via Deep Association,Saliency Unified: A Deep Architecture for simultaneous Eye Fixation Prediction and Salient Object Segmentation,Shallow and Deep Convolutional Networks for Saliency Prediction,Deep Saliency with Encoded Low Level Distance Map and High Level Features,DHSNet: Deep Hierarchical Saliency Network for Salient Object Detection,Instance-Level Salient Object Segmentation,Learning to Detect Salient Objects with Image-Level Supervision,Exploiting Saliency for Object Segmentation from Image Level Labels,Deeply Supervised Salient Object Detection with Short Connections,Deep Level Sets for Salient Object Detection,Non-local Deep Features for Salient Object Detection,Exploring Contextual Engagement for Trauma Recovery,Attention to the Scale: Deep Multi-Scale Salient Object Detection,A semiautomatic saliency model and its application to video compression,A review on deep convolutional neural networks,Minimum Barrier Salient Object Detection at 80 FPS,Visual Tracking with Fully Convolutional Networks,Dense and Low-Rank Gaussian CRFs Using Deep Embeddings,Training Deep Networks to be Spatially Sensitive,Learning RGB-D Salient Object Detection Using Background Enclosure Depth Contrast and Top-Down Features,Self-restraint object recognition by model based CNN learning
