Spectrum analysis&mdash;A modern perspective,"S. M. Kay, S. L. Marple, ",1981,1760,Discrimination of human targets for radar surveillance via micro-Doppler characteristics,Search of a robust defect signature in gear systems across adaptive Morlet wavelet of vibration signals,Application of adaptive filters to noninvasive acoustical detection of coronary occlusions before and after angioplasty,A unified approach to modeling the backscattered Doppler ultrasound from blood,Spectral analysis of episodic rhythmic variations in the cutaneous electrogastrogram,Noninvasive acoustical detection of coronary artery disease: a comparative study of signal processing methods,Nonlinear analysis of the hippocampal subfields of CA1 and the dentate gyrus,A modeling cross-spectral analysis technique based on the Prony Spectral Line Estimator (PSLE),Comparison of time-frequency distribution techniques for analysis of simulated Doppler ultrasound signals of the femoral artery,Differences in the power structures of Fourier transform and autoregressive spectral estimates of narrow-band Doppler signals,Bias and variability of diagnostic spectral parameters extracted from closing sounds produced by bioprosthetic valves implanted in the mitral position,The Prony spectral line estimation (PSLE) method for the analysis of vascular oscillations,Pole-tracking algorithms for the extraction of time-variant heart rate variability spectral parameters,Distribution of aortic mechanical prosthetic valve closure sound model parameters on the surface of the chest,The theoretical development of a multichannel time-series myoprocessor for simultaneous limb function detection and muscle force estimation,24 h sequential spectral analysis of arterial blood pressure and pulse interval in free-moving subjects,Autoregressive spectral estimation of fetal breathing movement,Sampling frequency of the electrocardiogram for spectral analysis of the heart rate variability,The identification of time series models of lower extremity EMG for the control of prostheses using Box-Jenkins criteria,Application of prewhitening to AR spectral estimation of EEG,Detection of coronary occlusions using autoregressive modeling of diastolic heart sounds,Estimation of the ventricular fibrillation duration by autoregressive modeling,A high-resolution technique for multidimensional NMR spectroscopy,Adaptive AR modeling of nonstationary time series by means of Kalman filtering,Stochastic complexity measures for physiological signal analysis,Estimation of single-evoked cerebral potentials by means of parametric modeling and Kalman filtering,Parametric model derivation of transfer function for noninvasive estimation of aortic pressure by radial tonometry,Modern spectral analysis techniques for blood flow velocity and spectral measurements with pulsed Doppler ultrasound,Frequency analysis of the electrocardiogram with maximum entropy method for identification of patients with sustained ventricular tachycardia,Micro-emboli detection: an ultrasound Doppler signal processing viewpoint
Two decades of array signal processing research: the parametric approach,"H. Krim, M. Viberg, ",1996,1757,Rounded-edge bow-tie antenna for wideband mobile direction finding system,Real-valued sparse representation for single snapshot direction-of-arrival estimation in shipborne high-frequency surface wave radar,Sparse representation based two-dimensional direction-of-arrival estimation method with L-shaped array,Off-grid fast relevance vector machine algorithm for direction of arrival estimation,Direction-of-arrival estimation of incoherently distributed sources using Bayesian compressive sensing,Iterative subspace alternating projection method for GNSS multipath DOA estimation,Joint power distribution and direction of arrival estimation for wideband signals using sparse Bayesian learning,Cooperative robotic networks for underwater surveillance: an overview,Joint DOA and frequency estimation with sub-Nyquist sampling for more sources than sensors,Underdetermined passive localisation of emitters based on multi-dimensional spectrum estimation techniques,Efficient implementation of the ML estimator for high-resolution angle estimation in an unmanned ground vehicle,Joint space-time-frequency method based on fractional fourier transform to estimate moving target parameters for multistatic synthetic aperture radar,Signal reconstruction for near-field source localisation,Adaptive stochastic gradient descent on the Grassmannian for robust low-rank subspace recovery,Recursive MUSIC: A framework for EEG and MEG source localization,The use of MUSIC algorithm to characterize emissive sources,Radio-astronomical imaging in the presence of strong radio interference,Identification of time-variant directional mobile radio channels,Space-time measurement of indoor radio propagation,Vector channels for smart antennas. Measurements statistical modeling and directional properties in outdoor environments,Wide-band channel sounding at 24 GHz based on a novel fiber-optic synchronization concept,Effective multi-path vector channel simulator for antenna array systems,Identification of active users in synchronous CDMA multiuser detection,Channel parameter estimation in mobile radio environments using the SAGE algorithm,Iterative multiuser detection using antenna arrays and FEC on multipath channels,Statistical characterization of urban spatial radio channels,Capacity of MIMO systems based on measured wireless channels,Application of antenna arrays to mobile communications. II. Beam-forming and direction-of-arrival considerations,Algebraic methods for deterministic blind beamforming,Asymptotic distributions associated to Oja's learning equation for neural networks
Scaling Up MIMO: Opportunities and Challenges with Very Large Arrays,"Fredrik Rusek, Daniel Persson, Buon Kiong Lau, Erik G. Larsson, Thomas L. Marzetta, Ove Edfors, Fredrik Tufvesson, ",2013,1746,Antenna subset selection for line-of-sight millimeter wave massive MIMO systems,Reducing RF resource for 5G communication networks: A spatial modulation motivated approach,Efïicient and low-complexity space time code for massive MIMO RFID systems,A mutual coupling model for massive MIMO applied to the 3GPP 3D channel model,Joint active device identification and symbol detection using sparse constraints in massive MIMO systems,Low-complexity detection based on landweber method in the uplink of Massive MIMO systems,Low complexity hybrid precoding in finite dimensional channel for massive MIMO systems,Investigation of distributed and collocated base stations in a large urban massive MIMO scenario,Massive antenna array for space-time channel sounding,On MM-wave quasi-linear over-the-air modulated measurements and coupling effects,A novel 5G TDD cellular system proposal based on multipath division multiple access,Efficient frequency-domain detection for massive MIMO systems,Pilot reduction techniques for sparse channel estimation in massive MIMO systems,Massive MIMO: An Introduction,Belief propagation detection based on max-sum algorithm for massive MIMO systems,Low-complexity detection algorithms based on matrix partition for massive MIMO,Antenna selection in massive MIMO systems utilizing the submodular function,Measurements of massive MIMO channel in real environment with 8-antenna handset,Nonsmooth optimization for joint multicast beamforming and user scheduling in massive MIMO systems,Angle domain sparse code multiplexing for the massive MIMO networks,A signal detection algorithm based on chebyshev accelerated symmetrical successive over-relaxation iteration for massive MIMO system,Sub-array based hybrid precoding design for downlink millimeter-wave multi-user massive MIMO systems,Pilot design for FDD massive MIMO systems with channel sparsity in delay-angle domain,Low-complexity channel estimation based on weighted kapteyn series expansion for massive MIMO systems,5G massive MIMO with digital beamforming and two-stage channel estimation for low SHF band,Joint pilot assignment and pilot contamination precoding design for massive MIMO systems,Multiuser MIMO systems: Spectral and energy efficiencies estimations and capacity limits,On asymptotic favorable propagation condition for massive MIMO with co-located user terminals,Performance analysis of the maximum ratio transmission preprocessing for extended receive antenna shift keying,A user cooperation aided device-centric clustering approach for large-scale distributed antenna systems
Energy detection of unknown deterministic signals,"H. Urkowitz, ",1967,1729,Spectrum sensing method based on goodness of fit test using chi-square distribution,Performance analysis of energy detection-based spectrum sensing in κ–μ shadowed fading,Spectrum sensing method based on likelihood ratio goodness-of-fit test,Spectrum sensing scheme for overlay cognitive radio networks,Unilateral right-tail Anderson-Darling test based spectrum sensing for cognitive radio,Robust collaborative spectrum sensing in the presence of deleterious users,Spectrum sensing and power efficiency trade-off optimisation in cognitive radio networks over fading channels,Robust spectrum sensing based on statistical tests,Scheme for opportunistic spectrum access in cognitive radio,Bayesian generalised likelihood ratio test-based multiple antenna spectrum sensing for cognitive radios,Performance evaluation of welch's periodogram-based energy detection for spectrum sensing,Comparison of reliability delay and complexity for standalone cognitive radio spectrum sensing schemes,Spectrum sensing in cognitive radio networks with known and unknown noise levels,Analysis of collaborative spectrum sensing without dedicated sensing period,Adaptive rate and power transmission in spectrum-sharing systems with statistical interference constraint,Blind multiband spectrum sensing for cognitive radio systems with smart antennas,Partial area under the receiver operating characteristics curves of diversity-enabled energy detectors in generalised fading channels,Selectively triggered cooperative sensing in cognitive radio networks,Unified analysis of energy detectors with diversity reception in generalised fading channels,Sensing-throughput optimisation for multichannel cooperative spectrum sensing with imperfect reporting channels,Spectrum sensing in cognitive femtocell network based on near-field source localisation using genetic algorithm,Performance of improved energy detector with cognitive radio mobility and imperfect channel state information,Algorithm for calculating the noncentral chi-square distribution,Signal interception: a unifying theoretical framework for feature detection,On the use of a compressive receiver for signal detection,General motion estimation from correlation sonar,Radiometric detection of direct-sequence spread-spectrum signals using interference excision,On the power spectral density of certain digitally modulated signals with applications to code despreading,Performance analysis of LMS adaptive prediction filters,Frequency-hopping signal detection using partial band coverage
Zero-forcing methods for downlink spatial multiplexing in multiuser MIMO channels,"Q. H. Spencer, A. L. Swindlehurst, M. Haardt, ",2004,1711,Tighter low bound of achievable rate in downlink multiuser MIMO with imperfect CSIT,Optimal BD-ZF precoder for multi-user MIMO downlink transmission,Cross-layer channel selection and reward-based power allocation for increasing system capacity and reward in multiple-input-multiple-output wireless communications,Successive orthogonal beamforming for cooperative multi-point downlinks,Large-scale multiple-input-multiple-output transceiver system,New interference alignment schemes with full and half-duplex relays for the quasi-static X channel,Dirty Paper Coding vs. Linear Precoding for MIMO Broadcast Channels,MIMO Broadcast Channels with Digital Channel Feedback,Coordinated Beamforming for Multiuser MIMO Systems with Limited Feedforward,Jointly Optimized Downlink Multiuser MIMO OFDM Precoding System,Joint Beamforming and Power Control for MIMO Relay Broadcast Channel with QoS Constraints,Enhanced SVD-based Transmit Pre-Processing for Single-User and Multi-User MIMO Wireless Systems with Imperfect CSIT,Coordinated Multi-cell MIMO Systems with Cellular Block Diagonalization,A GMD-based precoding scheme for downlink multiuser multistream MIMO channels,A combinatorial approach to maximizing the sum rate in the MIMO BC with linear precoding,Efficient linear successive allocation for the MIMO broadcast channel,Linear precoders for multiuser MIMO for finite constellations and a simplified receiver structure under controlled interference,Weighted sum rate maximization in the MIMO MAC with linear transceivers: Algorithmic solutions,User selection in multiuser MIMO systems with secrecy considerations,Robust AF relay transmission with multiple source-destination pairs under channel uncertainty,Enhanced limited-coordination strategies for multi-user MIMO sytems,Multiuser MIMO in distributed antenna systems,Coordinated single-cell vs multi-cell transmission with limited-capacity backhaul,Coordinated multi-cell beamforming for TD-LTE-advanced systems,How many degrees of freedom can be achieved for mutually interfering MIMO broadcast channels?,Low-complexity lattice reduction-aided channel inversion methods for large multi-User MIMO systems,Performance comparison of ZF-DPC to block diagonalization for quantized feedback,A system-level study on multi-user MIMO Transmission for dense FDD networks,Massive MIMO for mmWave systems,Beamforming-based spatial precoding in FDD massive MIMO systems
Directed diffusion: a scalable and robust communication paradigm for sensor networks,"Chalermek Intanagonwiwat, Ramesh Govindan, Deborah Estrin, ",2000,1689,Fjording the stream: an architecture for queries over streaming sensor data,Energy aware routing for low energy ad hoc sensor networks,Residual energy scan for monitoring sensor networks,Recursive position estimation in sensor networks,Energy-efficient communication for ad-hoc wireless sensor networks,Design and analysis of swarm-based sensor systems,Low power TDMA in large wireless sensor networks,Information-driven dynamic sensor collaboration,Sensing tracking and reasoning with relations,Stability adaptive routing algorithm in high-density networks,A scalable solution to minimum cost forwarding in large sensor networks,Wireless sensor networks: application driver for low power distributed systems,A self-organizing approach to data forwarding in large-scale sensor networks,FLIP: a flexible protocol for efficient communication between heterogeneous devices,Time synchronization for wireless sensor networks,Random Ephemeral Transaction Identifiers in dynamic sensor networks,Predictive scheme for proximate interactions,Distributed topology control for power efficient operation in multihop wireless ad hoc networks,Design methodology for PicoRadio networks,PicoRadio supports ad hoc ultra-low power wireless networking,Content based multicast (CBM) in ad hoc networks,An architecture for building self-configurable systems,A study of data forwarding in wireless sensor networks,Enhanced single mobile sink traversibility based delay sensitive data gathering in large scale wireless sensor networks,Analysis of tandem PIT and CS with non-zero download delay,Crowdsourcing-Based Content-Centric Network: A Social Perspective,Secure energy aware multi-path routing with key management in wireless sensor network,Delay-aware data collection in wireless sensor networks with mobile nodes,Research on LEACH algorithm based on double cluster head cluster clustering and data fusion,Data-Driven Stream Processing at the Edge
SLIC Superpixels Compared to State-of-the-Art Superpixel Methods,"Radhakrishna Achanta, Appu Shaji, Kevin Smith, Aurelien Lucchi, Pascal Fua, Sabine S&uuml;sstrunk, ",2012,1681,Low-complexity transcoding from H.264 to HEVC based on motion vector clustering,SP-SIFT: enhancing SIFT discrimination via super-pixel-based foreground-background segregation,Object-based attention: saliency detection using contrast via background prototypes,Multi-sensor-based online positive learning for drivable region detection,Fast superpixel segmentation by iterative edge refinement,Visual saliency estimation through label propagation,Surface normal smoothing for superpixels in noisy depth images,Depth from defocus using superpixel-based affinity model and cellular automata,High-quality depth up-sampling based on multi-scale SLIC,Research on joint segment optimisation and stereo matching,Multi-scale contrast-based saliency enhancement for salient object detection,Multi-scale saliency detection via inter-regional shortest colour path,Saliency detection using adaptive background template,Salient object detection with high-level prior based on Bayesian fusion,Saliency detection using suitable variant of local and global consistency,Salient object detection based on global multi-scale superpixel contrast,Non-concept density estimation via kernel regression for concept ranking in weakly labelled data,Automatic detection of individual and touching moths from trap images by combining contour-based and region-based segmentation,Segmentation of large images based on super-pixels and community detection in graphs,Fine feature sensitive marching squares,Locality and context-aware top-down saliency,Statistical methods for inter-viewdepth enhancement,Lossless compression of subaperture images using context modeling,Sparse Point Cloud Densification by Combining Multiple Segmentation Methods,Piecewise Planar Decomposition of 3D Point Clouds Obtained from Multiple Static RGB-D Cameras,Confidence Estimation for Superpixel-Based Stereo Matching,Segmentation Based Features for Wide-Baseline Multi-view Reconstruction,Robust Recovery of Heavily Degraded Depth Measurements,Deep Stereo Fusion: Combining Multiple Disparity Hypotheses with Deep-Learning,Deeper Depth Prediction with Fully Convolutional Residual Networks
Spectrum estimation and harmonic analysis,"D. J. Thomson, ",1982,1676,Efficient transient noise analysis of non-periodic mixed analogue/digital circuits,Stochastic modelling and analysis of filtered-x least-mean-square adaptation algorithm,Multiple window time-frequency distribution and coherence of EEG using Slepian sequences and Hermite functions,Multiple-window spectrogram of peaks due to transients in the electroencephalogram,A generalized wavelet transform for Fourier analysis: the multiresolution Fourier transform and its application to image and audio signal analysis,Time-frequency localization operators: a geometric phase space approach,Weighting effect on the discrete time Fourier transform of noisy signals,A unified framework for knowledge based spectrum analysis,An intelligent FFT-analyzer,A multi-application FFT analyzer based on a DSP architecture,Power spectral density estimation via overlapping nonlinear averaging,Coherent signal-subspace processing in a sector,Nonintrusive measurements of the telephone channel,Orthogonal sets of data windows constructed from trigonometric polynomials,Estimation of structured covariance matrices and multiple window spectrum analysis,Spectral estimation of irregularly sampled multidimensional processes by generalized prolate spheroidal sequences,Finite prolate spheroidal sequences and their applications. II. Image feature description and segmentation,Analysis of finite-duration wide-band frequency sweep signals for ocean tomography,Signal detection in a nonstationary environment reformulated as an adaptive pattern classification problem,Perceptual coding of digital audio,Characterization of frequency stability: frequency-domain estimation of stability measures,Investigating baroreflex control of circulation using signal processing techniques,A new time-domain narrowband velocity estimation technique for Doppler ultrasound flow imaging. I. Theory,ISAR using Thomson's multiwindowed adaptive spectrum estimation method,Myoelectric teleoperation of a complex robotic hand,Multiple window based minimum variance spectrum estimation for multidimensional random fields,Bootstrap confidence bands for spectra and cross-spectra,On the performance advantage of multitaper spectral analysis,The total P/sub FA/ of the multiwindow harmonic detector and its application to real data,Optimal data-based kernel estimation of evolutionary spectra
Entropy-based algorithms for best basis selection,"R. R. Coifman, M. V. Wickerhauser, ",1992,1653,Transform learning algorithm based on the probability of representation of signals,Deterministic and iterative solutions to subset selection problems,Locally stationary covariance and signal estimation with macrotiles,Wavelet footprints: theory algorithms and applications,M-band biorthogonal interpolating wavelets via lifting scheme,Selection of a time-varying quadratic Volterra model using a wavelet packet basis expansion,A new information-theoretic approach to signal denoising and best basis selection,Best basis search in lapped dictionaries,Generalized Phase Shifting for $M$ -Band Discrete Wavelet Packet Transforms,On the Dual-Tree Complex Wavelet Packet and $M$-Band Transforms,Analytic Wavelet Packets—Combining the Dual-Tree Approach With Wavelet Packets for Signal Analysis and Filtering,Stable Edge-Adaptive Multiscale Decompositions Using Updated Normal Offsets,Discriminative Wavelet Packet Filter Bank Selection for Pattern Recognition,A SURE Approach for Digital Signal/Image Deconvolution Problems,Double Sparsity: Learning Sparse Dictionaries for Sparse Signal Approximation,Superposition Frames for Adaptive Time-Frequency Analysis and Fast Reconstruction,Best Basis Compressed Sensing,Time-Varying Jamming Modeling and Classification,Empirical Wavelet Transform,Efficient Least Absolute Deviation Adaptive Wavelet Filter Bank,An Approach to Time-Frequency Analysis With Ridges of the Continuous Chirplet Transform,Enhanced B-Wavelets via Mixed Composite Packets,A possibility study on wavelet packet based algorithm for wireless channel representation,Noise reduction for Doppler ultrasound signal based on the adapted local cosine transform and the garrote thresholding method,A Bioinspired Feature-Projection-Based Approach to Electromyographic Pattern Recognition Based for High Dimensional Sparse Sensor Data,Flaw location from perpendicular NDE ultrasonic transducers using the wavelet packet transform,3E-3 A Comparative Study of Echo Estimation Techniques for Ultrasonic NDE Applications,Acoustic emission detection and classification using wavelet-based power-law detector,On de-cluttering and de-noising ultrasound images with Time-domain Compressive Beamforming,Comparing denoising performance of DWTWPT SWT and DT-CWT for Partial Discharge signals
Discrete Cosine Transform,"N. Ahmed, T. Natarajan, K. R. Rao, ",1974,1645,Real-time unified architecture for forward/inverse discrete cosine transform in high efficiency video coding,High throughput and energy efficient twodimensional inverse discrete cosine transform architecture,Improved phase gradient autofocus algorithm based on segments of variable lengths and minimum-entropy phase correction,Processing algorithms for three-dimensional data compression of ultrasonic radio frequency signals,Error-free computation of 8-point discrete cosine transform based on the Loeffler factorisation and algebraic integers,Signal compression and enhancement using a new orthogonal-polynomial-based discrete transform,Multichannel ECG data compression by multirate signal processing and transform domain coding techniques,Analysis of abnormal signals within the QRS complex of the high-resolution electrocardiogram,Digital signal processing for video,Systolic architectures for the computation of the discrete Hartley and the discrete cosine transforms based on prime factor decomposition,On the multiplicative complexity of discrete cosine transforms,Quantization,Data compression and harmonic analysis,An analytical comparative study of a class of discrete linear basis transforms,Encoding of images based on a lapped orthogonal transform,LINC: a common theory of transform and subband coding,A comparison of the Hartley Cas-Cas Fourier and discrete cosine transforms for image coding,,Discrete cosine transform in error control coding,Tree-structured scene adaptive coder,A practical adaptive image compression technique using visual criteria for still-picture transmission with electronic mail,The compression effects of the binary tree overlapping method on digital imagery,Variable block-size transform image coder,Image vector quantizer based on a classification in the DCT domain,Application of the Princen-Bradley filter bank to speech and image compression,Input and output index mappings for a prime-factor-decomposed computation of discrete cosine transform,A new look at DCT-type transforms,DCT algorithms for VLSI parallel implementations,On asymmetrical performance of discrete cosine transform,Adaptive cosine transform coding of images in perceptual domain
Near optimum error correcting coding and decoding: turbo-codes,"C. Berrou, A. Glavieux, ",1996,1626,Coded PPM and Multipulse PPM and Iterative Detection for Free-Space Optical Links,Iteratative Soft Interference Cancellation for Uplink Turbo-Coded MIMO MC-CDMA System,An Iterative Decoding Method Based on Gaussian Approximation for LDPC Coded Modulations,A Cooperative Coding Scheme Based on OFDM System,Performance Comparison of IDMA and CDMA Systems Based on Simulink,A LDPC and Turbo Codes Hybrid Coding Scheme Based on OFDM System,A Simple and Effective Testing Method for the Implementation of Turbo Decoders,Use of turbo codes with low-rate convolutional constituent codes in fingerprinting scenarios,Biometric template protection using turbo codes and modulation constellations,Concatenation of differential space-time modulation and turbo codes for OFDM systems,Compromise in decoding for a concatenated turbo and space-time block coded system,A low complexity video encoding scheme using DCT,IDMA system with relays,SOVA based decoding of double-binary turbo convolutional code,Performance Analysis and Design of (3 ρ ) - Regular Quasi Cyclic LDPC Codes,Increasing watermarking robustness using turbo codes,Classification and distribution of extrinsic information in turbo decoding for future wireless communications,An Improved VA and Its Application in Turbo Code Decoding,Sparse chaos code multiple access scheme achieving larger capacity and physical layer security,On EXIT-chart analysis of coherent and noncoherent space-time codes,Iterative EM channel estimation for turbo-coded DS-CDMA receiver under time-varying interference,The Performance Analysis of Non-Primitive Turbo Codes in MIMO System Over Flat Fading Channel,A Novel Decoding Method for Rateless Codes Basing on Packet Combing,Reduced Complexity and Performance Comparison of The SISO-MMSE Receivers for MIMO Channels,Modified Decoding for Low Density Parity Check Codes over Power Line Channels,Designing interleaver for high dimensional data transmission using hybrid GSO,Improved Decoding of Binary and Non-Binary LDPC Codes by Probabilistic Shuffled Belief Propagation,Near-Capacity Irregular Convolutional Coded Cooperative Differential Linear Dispersion Codes Using Multiple-Symbol Differential Decoding Aided Non-Coherent Detection,Hybrid ARQ using Modulation Switching,Comprehensive Performance Comparison of IDMA and CDMA
Comparing images using the Hausdorff distance,"D. P. Huttenlocher, G. A. Klanderman, W. J. Rucklidge, ",1993,1620,On robust face recognition via sparse coding: the good the bad and the ugly,Segmentation of the right ventricle in MRI images using a dual active shape model,Decision fusion based on physically relevant features for SAR ATR,Online classification of frequent behaviours based on multidimensional trajectories,Multitarget tracking performance metric: deficiency aware subpattern assignment,BiolD: a multimodal biometric identification system,First Sight: A human body outline labeling system,Support vector machines for 3D object recognition,Similarity and symmetry measures for convex shapes using Minkowski addition,Robust affine structure matching for 3D object recognition,Line-based recognition using a multidimensional Hausdorff distance,View-based recognition using an eigenspace approximation to the Hausdorff measure,Alignment using distributions of local geometric properties,Flexible syntactic matching of curves and its application to automatic hierarchical classification of silhouettes,Classification with nonmetric distances: image retrieval and class representation,Robust real-time periodic motion detection analysis and applications,Shape similarity measure based on correspondence of visual parts,Automatic construction of 2D shape models,Object recognition using shape-from-shading,Edge junction and corner detection using color distributions,Integrated position estimation using aerial image sequences,Detecting faces in images: a survey,Shape matching and object recognition using shape contexts,Emulating human visual perception for measuring difference in images using an SPN graph approach,Query-by-shape in meteorological image archives using the point diffusion technique,A methodology for specifying PET VOIs using multimodality techniques,A methodology for evaluation of boundary detection algorithms on medical images,Evaluation of three-dimensional segmentation algorithms for the identification of luminal and medial-adventitial borders in intravascular ultrasound images,Edge-guided boundary delineation in prostate ultrasound images,Fast and robust optic disc detection using pyramidal decomposition and Hausdorff-based template matching
Silicon as a mechanical material,"K. E. Petersen, ",1982,1618,Silicon etching characteristics for tetramethylammonium hydroxide-based solution with additives,A silicon micromachined device for use in blood cell deformability studies,Sensitivity and selectivity of intraneural stimulation using a silicon electrode array,A long-term in vitro silicon-based microelectrode-neuron connection,Miniature heart cell force transducer system implemented in MEMS technology,High-level CAD melds micromachined devices with foundries,Microelectromechanical systems,Thermal ink jet technology,Curriculum development in microelectromechanical systems in mechanical engineering,Semiconductor-based electret sensors for sound and pressure,An integrated mass flow sensor with on-chip CMOS interface circuitry,Mechanical-thermal noise in micromachined acoustic and vibration sensors,A study of residual stress distribution through the thickness of p/sup +/ silicon films (thermal oxidation effects),Thermally excited silicon microactuators,A new uniaxial accelerometer in silicon based on the piezojunction effect,Micromachined packaging for chemical microsensors,Characterization of AlGaAs microstructure fabricated by AlGaAs/GaAs micromachining,IC compatible optomechanical pressure sensors using Mach-Zehnder interferometry,Internal stress and elastic modulus measurements on micromachined 3C-SiC thin films,On a micro-electro-mechanical nonvolatile memory cell,CCD arrays for readout of electrophotographic latent images,An ultraminiature solid-state pressure sensor for a cardiovascular catheter,Development of a six-component miniature force sensor using silicon micromachining and conventional machining technologies [for microrobotics application],Wafer-scale transducer arrays,Design fabrication position sensing and control of an electrostatically-driven polysilicon microactuator,Micromachined magnetic actuators using electroplated Permalloy,Superconducting kinetic inductance bolometer,Evaluation of integrated tuning elements with SIS devices,Planar microwave and millimeter-wave lumped elements and coupled-line filters using micro-machining techniques,Development of self-packaged high frequency circuits using micromachining techniques
Comparison of parametric representations for monosyllabic word recognition in continuously spoken sentences,"S. Davis, P. Mermelstein, ",1980,1616,Modeling acoustic transitions in speech by state-interpolation hidden Markov models,A review of large-vocabulary continuous-speech,Hierarchical search for large-vocabulary conversational speech recognition: working toward a solution to the decoding problem,A novel speech controller for radio amateurs with a vision impairment,Reducing redundant computation in HMM evaluation,Integrated models of signal and background with application to speaker identification in noise,Training issues and channel equalization techniques for the construction of telephone acoustic models using a high-quality speech corpus,Morphological constrained feature enhancement with adaptive cepstral compensation (MCE-ACC) for speech recognition in noise and Lombard effect,New LP-derived features for speaker identification,Experimental evaluation of features for robust speaker identification,Robust text-independent speaker identification using Gaussian mixture speaker models,Dual-channel iterative speech enhancement with constraints on an auditory-based spectrum,Introducing an approach for writer recognition based on the i-vector paradigm,Speaker verification with short utterances: a review of challenges trends and opportunities,Improved classification of acoustic features via primal weight vectors,Recognition experiments with the SpeechDat-Car Aurora Spanish database using 8 kHz- and 16 kHz-sampled signals,High performance telephone bandwidth speaker independent continuous digit recognition,Blind normalization of speech from different channels,Mel-cepstrum modulation spectrum (MCMS) features for robust ASR,Incorporating the voicing information into HMM-based automatic speech recognition,Temporal envelope subtraction for robust speech recognition using modulation spectrum,Multi-taper MFCC features for speaker verification using I-vectors,Linear versus mel frequency cepstral coefficients for speaker recognition,A Trajectory-based Parallel Model Combination with a unified static and dynamic parameter compensation for noisy speech recognition,Models of tone for tonal and non-tonal languages,Learning filter banks within a deep neural network framework,Admissible wavelet packet sub-band-based harmonic energy features for Hindi phoneme recognition,A statistical causal model for the assessment of dysarthric speech and the utility of computer-based speech recognition,Direct speech feature estimation using an iterative EM algorithm for vocal fold pathology detection,Real-time transcription system for simultaneous subtitling of Japanese broadcast news programs
A review of single-phase grid-connected inverters for photovoltaic modules,"S. B. Kjaer, J. K. Pedersen, F. Blaabjerg, ",2005,1588,Single-phase solar grid-interfaced system with active filtering using adaptive linear combiner filter-based control scheme,Volt-second-based control method for discontinuous conduction mode flyback micro-inverters to improve total harmonic distortion,Z-source-based isolated high step-up converter,Mechanism and elimination of harmonic current injection from single-phase grid-connected PWM converters,Two-stage micro-grid inverter with high-voltage gain for photovoltaic applications,Low-voltage ride-through concept in flyback inverterbased alternating current-photovoltaic modules,Interleaved non-isolated high step-up DC/DC converter based on the diode-capacitor multiplier,Cascade-multi-cell multilevel converter with reduced number of switches,Maximum power point tracking based on slidingmode control for output-series connected converters in photovoltaic systems,Robust phase locked-loop algorithm for single-phase utility-interactive inverters,Optimised full-bridge transformerless photovoltaic grid-connected inverter with low conduction loss and low leakage current,DC–DC converter with high voltage gain and reduced switch stress,In-depth study of direct power control strategies for power converters,Reduced junction temperature control during low-voltage ride-through for single-phase photovoltaic inverters,Hybrid-bridge transformerless photovoltaic grid-connected inverter,Novel configuration for multilevel DC-link three-phase five-level inverter,High-voltage boost quasi-Z-source isolated DC/DC converter,Single-phase current source converter with power decoupling capability using a series-connected active buffer,Low-frequency dc bus ripple cancellation in single phase pulse-width modulation inverters,Evaluation and analysis of transformerless photovoltaic inverter topology for efficiency improvement and reduction of leakage current,Neutral point clamped transformerless grid connected inverter having voltage buck–boost capability for solar photovoltaic systems,Grid-tied photovoltaic system based on PSO MPPT technique with active power line conditioning,Leakage current generation in view of circuit topology of non-isolated full-bridge neutral point clamped grid-tied photovoltaic inverters,LCCT-derived three-level three-phase inverters,Single-stage AC module with series power decoupling capability for connecting PV to a single-phase power grid,Micro-inverter based on single-ended primary-inductance converter topology with an active clamp power decoupling,Design analysis and performance of a bidirectional solar inverter with a global and independent maximum power extraction technique,Impedance-based analysis of grid harmonic interactions between aggregated flyback micro-inverters and the grid,Grid-tie inverter topology with maximum power extraction from two photovoltaic arrays,Comparative study of reactive power control methods for photovoltaic inverters in low-voltage grids
